gene_id	SRR384980	SRR384978	SRR384982	SRR384979	SRR384981	SRR384977
ENSMUSG00000065915	0	0	0	0	2	0
ENSMUSG00000065916	0	0	0	0	0	0
ENSMUSG00000065919	0	0	0	1	0	0
ENSMUSG00000065922	0	0	0	0	0	0
ENSMUSG00000065924	0	0	0	0	0	0
ENSMUSG00000065926	0	0	0	0	0	0
ENSMUSG00000065934	0	0	0	0	0	0
ENSMUSG00000065935	0	0	0	0	0	0
ENSMUSG00000065936	0	0	0	0	0	0
ENSMUSG00000065937	0	0	0	0	0	0
ENSMUSG00000065939	1	0	0	2	0	0
ENSMUSG00000065940	0	0	0	0	0	0
ENSMUSG00000065943	0	0	0	0	0	0
ENSMUSG00000065944	0	0	0	0	0	0
ENSMUSG00000065945	0	0	0	0	0	0
ENSMUSG00000065947	8	3	2	15	2	3
ENSMUSG00000065952	7	2	10	12	6	4
ENSMUSG00000065954	943	883	1267	4249	1671	1041
ENSMUSG00000065956	0	0	0	0	0	0
ENSMUSG00000065968	3	0	2	4	2	1
ENSMUSG00000065979	295	158	306	685	379	185
ENSMUSG00000065987	0	1	0	0	0	0
ENSMUSG00000065990	1089	1436	1594	2879	1722	1175
ENSMUSG00000065999	0	0	3	3	3	0
ENSMUSG00000066000	52	29	65	107	84	51
ENSMUSG00000066007	0	0	0	0	3	0
ENSMUSG00000066009	0	0	1	0	0	0
ENSMUSG00000066026	327	222	526	753	419	114
ENSMUSG00000066027	1	0	0	0	0	0
ENSMUSG00000066030	0	0	0	0	0	0
ENSMUSG00000066031	0	0	0	0	0	0
ENSMUSG00000066036	2131	811	1982	5348	4932	895
ENSMUSG00000066037	1283	599	1291	3510	2096	877
ENSMUSG00000066042	121	65	91	342	159	128
ENSMUSG00000066043	585	184	626	1356	1057	268
ENSMUSG00000066057	30	17	35	126	70	18
ENSMUSG00000066058	0	1	0	2	0	0
ENSMUSG00000066060	1	28	1	67	0	24
ENSMUSG00000066061	0	0	0	0	0	0
ENSMUSG00000066068	12	56	19	36	8	13
ENSMUSG00000066071	10	6	13	50	18	16
ENSMUSG00000066072	0	0	0	0	0	1
ENSMUSG00000066090	0	0	1	4	0	1
ENSMUSG00000066097	0	0	0	0	0	0
ENSMUSG00000066100	0	0	0	0	0	0
ENSMUSG00000066101	0	0	0	0	0	0
ENSMUSG00000066107	16	13	19	71	52	18
ENSMUSG00000066108	1	0	0	0	0	0
ENSMUSG00000066113	4	6	6	10	12	1
ENSMUSG00000066116	3	9	4	5	4	0
ENSMUSG00000066122	0	0	0	0	0	0
ENSMUSG00000066129	0	0	0	2	0	0
ENSMUSG00000066137	0	0	0	0	0	0
ENSMUSG00000066141	0	0	0	0	0	0
ENSMUSG00000066148	635	323	630	1662	954	494
ENSMUSG00000066149	368	284	493	719	532	308
ENSMUSG00000066150	1154	441	1101	1921	1606	547
ENSMUSG00000066151	748	325	664	1496	1415	381
ENSMUSG00000066152	122	39	129	216	137	52
ENSMUSG00000066153	0	0	0	0	0	0
ENSMUSG00000066154	0	0	0	0	0	0
ENSMUSG00000066158	0	0	0	0	0	0
ENSMUSG00000066170	7	2	3	7	6	2
ENSMUSG00000066175	11	13	23	17	16	7
ENSMUSG00000066176	0	0	0	0	0	0
ENSMUSG00000066178	1	0	1	4	0	0
ENSMUSG00000066180	6	26	3	28	13	6
ENSMUSG00000066189	2	1	10	1	0	1
ENSMUSG00000066191	8	2	12	5	5	1
ENSMUSG00000066196	10	1	10	4	6	1
ENSMUSG00000066197	0	0	0	0	0	0
ENSMUSG00000066224	0	0	0	0	0	0
ENSMUSG00000066232	1455	872	1975	5697	2367	1530
ENSMUSG00000066233	22	18	20	60	42	5
ENSMUSG00000066235	49	23	66	154	81	33
ENSMUSG00000066239	0	0	0	0	0	0
ENSMUSG00000066240	0	0	0	0	0	0
ENSMUSG00000066241	0	0	0	0	0	0
ENSMUSG00000066242	0	0	0	0	0	0
ENSMUSG00000066245	4	11	4	25	7	3
ENSMUSG00000066257	0	0	0	0	0	0
ENSMUSG00000066258	0	1	0	0	0	0
ENSMUSG00000066262	0	0	0	0	0	0
ENSMUSG00000066263	0	0	0	0	0	0
ENSMUSG00000066268	0	0	0	0	0	0
ENSMUSG00000066269	0	0	0	0	0	0
ENSMUSG00000066270	8	11	10	17	8	5
ENSMUSG00000066272	0	0	0	0	0	0
ENSMUSG00000066273	0	0	0	0	0	0
ENSMUSG00000066278	110	15	116	372	202	69
ENSMUSG00000066279	0	0	0	1	0	0
ENSMUSG00000066306	1707	843	1470	5973	3246	1180
ENSMUSG00000066315	1	18	2	11	3	4
ENSMUSG00000066319	52	40	93	160	79	47
ENSMUSG00000066324	325	227	423	1134	477	267
ENSMUSG00000066357	466	103	343	1176	909	238
ENSMUSG00000066359	0	0	0	0	0	0
ENSMUSG00000066361	0	0	0	0	0	0
ENSMUSG00000066362	8	32	7	20	8	3
ENSMUSG00000066363	11	3	25	12	9	3
ENSMUSG00000066364	0	0	0	1	0	0
ENSMUSG00000066366	347	539	517	1158	523	363
ENSMUSG00000066368	0	0	0	0	0	0
ENSMUSG00000066372	0	0	0	0	0	0
ENSMUSG00000066378	0	0	0	0	0	0
ENSMUSG00000066382	0	0	1	0	0	1
ENSMUSG00000066383	3	2	0	2	0	0
ENSMUSG00000066389	3	17	4	7	5	3
ENSMUSG00000066392	2	2	1	5	3	1
ENSMUSG00000066406	952	406	764	3210	1731	564
ENSMUSG00000066407	3	10	1	11	3	1
ENSMUSG00000066415	767	500	809	2488	1099	749
ENSMUSG00000066438	7	0	3	15	12	2
ENSMUSG00000066440	395	125	280	694	615	140
ENSMUSG00000066441	487	249	555	1054	798	274
ENSMUSG00000066442	13	10	11	17	11	7
ENSMUSG00000066443	0	1	0	0	0	0
ENSMUSG00000066456	8	7	16	17	6	3
ENSMUSG00000066457	0	0	0	1	0	0
ENSMUSG00000066463	0	0	0	0	0	0
ENSMUSG00000066475	11	10	5	9	6	6
ENSMUSG00000066477	12	4	13	28	26	3
ENSMUSG00000066478	1	2	1	0	0	1
ENSMUSG00000066487	19	42	24	250	29	24
ENSMUSG00000066489	0	0	0	1	0	0
ENSMUSG00000066491	76	168	194	910	151	112
ENSMUSG00000066500	0	0	0	0	0	0
ENSMUSG00000066510	1	0	1	1	1	0
ENSMUSG00000066512	0	0	0	0	0	0
ENSMUSG00000066513	1	0	0	0	0	0
ENSMUSG00000066515	0	0	0	0	1	0
ENSMUSG00000066516	0	0	0	0	0	0
ENSMUSG00000066537	1	0	0	0	3	1
ENSMUSG00000066538	10	7	60	57	9	11
ENSMUSG00000066543	27	34	35	20	11	15
ENSMUSG00000066551	546	499	614	1845	847	588
ENSMUSG00000066553	16	8	31	28	36	19
ENSMUSG00000066554	131	53	98	453	213	68
ENSMUSG00000066568	1389	799	1680	4076	2033	1295
ENSMUSG00000066571	52	11	81	329	154	46
ENSMUSG00000066583	0	0	0	0	0	0
ENSMUSG00000066584	0	0	0	0	0	0
ENSMUSG00000066586	0	0	0	0	0	0
ENSMUSG00000066592	27	56	39	65	19	21
ENSMUSG00000066595	652	96	414	286	1214	116
ENSMUSG00000066607	0	0	1	2	2	0
ENSMUSG00000066613	92	48	84	101	126	63
ENSMUSG00000066620	1	1	0	1	1	0
ENSMUSG00000066621	147	44	165	376	266	45
ENSMUSG00000066626	4	7	6	21	11	1
ENSMUSG00000066629	7	7	6	14	9	4
ENSMUSG00000066632	4	5	9	5	3	1
ENSMUSG00000066637	41	38	74	150	60	48
ENSMUSG00000066640	284	129	289	618	445	132
ENSMUSG00000066643	55	27	71	253	78	41
ENSMUSG00000066647	60	29	55	109	99	47
ENSMUSG00000066652	0	0	0	0	2	0
ENSMUSG00000066671	0	0	0	0	0	0
ENSMUSG00000066672	1	0	0	1	0	0
ENSMUSG00000066677	0	0	1	0	0	0
ENSMUSG00000066680	0	0	0	0	0	0
ENSMUSG00000066682	17	12	16	27	19	9
ENSMUSG00000066684	14	11	18	18	19	10
ENSMUSG00000066687	10	1	9	55	36	5
ENSMUSG00000066688	0	0	0	0	0	0
ENSMUSG00000066693	0	0	0	1	0	0
ENSMUSG00000066697	0	0	0	0	0	0
ENSMUSG00000066704	0	0	1	0	0	0
ENSMUSG00000066705	12	5	17	11	30	6
ENSMUSG00000066714	2	7	6	4	4	1
ENSMUSG00000066720	0	0	0	0	0	0
ENSMUSG00000066721	1	4	2	18	2	1
ENSMUSG00000066724	5	14	0	3	1	1
ENSMUSG00000066735	477	383	480	1353	709	420
ENSMUSG00000066747	0	0	0	0	0	0
ENSMUSG00000066748	0	0	0	0	0	0
ENSMUSG00000066749	0	0	0	0	0	0
ENSMUSG00000066750	0	0	0	0	0	0
ENSMUSG00000066752	0	0	0	0	0	0
ENSMUSG00000066755	0	0	0	1	0	1
ENSMUSG00000066756	0	0	0	0	0	0
ENSMUSG00000066760	3	1	0	1	4	1
ENSMUSG00000066767	0	0	0	0	0	1
ENSMUSG00000066771	3	22	10	35	5	8
ENSMUSG00000066772	0	0	0	0	0	0
ENSMUSG00000066797	0	0	0	0	0	0
ENSMUSG00000066798	142	99	171	497	213	179
ENSMUSG00000066800	353	142	241	1614	445	311
ENSMUSG00000066803	0	0	0	0	0	0
ENSMUSG00000066804	0	0	0	0	0	0
ENSMUSG00000066807	12	5	16	50	10	14
ENSMUSG00000066809	84	98	80	46	56	57
ENSMUSG00000066810	0	0	0	0	0	0
ENSMUSG00000066820	0	0	0	0	0	0
ENSMUSG00000066828	0	0	0	0	0	0
ENSMUSG00000066829	120	20	98	103	161	23
ENSMUSG00000066838	35	11	50	80	48	19
ENSMUSG00000066839	289	271	376	1106	590	273
ENSMUSG00000066842	98	21	177	163	145	19
ENSMUSG00000066850	0	0	0	0	0	0
ENSMUSG00000066861	3	3	6	6	3	5
ENSMUSG00000066867	0	0	0	0	0	0
ENSMUSG00000066877	607	139	456	763	913	194
ENSMUSG00000066878	42	7	28	112	114	36
ENSMUSG00000066880	75	22	72	196	135	44
ENSMUSG00000066892	161	75	156	240	181	76
ENSMUSG00000066894	41	21	66	168	65	19
ENSMUSG00000066896	0	0	0	0	0	0
ENSMUSG00000066897	0	0	0	0	0	0
ENSMUSG00000066899	0	0	0	0	0	0
ENSMUSG00000066900	1214	1038	1507	4208	2003	1146
ENSMUSG00000066902	0	0	0	0	0	0
ENSMUSG00000066905	0	0	0	0	0	0
ENSMUSG00000066912	0	0	0	0	0	0
ENSMUSG00000066914	0	0	0	0	0	0
ENSMUSG00000066936	0	0	0	0	0	0
ENSMUSG00000066938	0	0	0	0	0	0
ENSMUSG00000066952	2	2	3	1	4	1
ENSMUSG00000066958	0	0	1	0	0	0
ENSMUSG00000066964	0	0	0	0	0	0
ENSMUSG00000066975	1	7	2	6	2	3
ENSMUSG00000066979	1991	1745	2148	5091	2868	2065
ENSMUSG00000066983	1	20	1	1	1	1
ENSMUSG00000067001	0	0	0	0	0	0
ENSMUSG00000067006	0	0	0	1	0	0
ENSMUSG00000067010	0	0	0	0	0	0
ENSMUSG00000067017	27	3	17	82	51	15
ENSMUSG00000067028	0	0	0	0	0	0
ENSMUSG00000067038	7	7	1	9	2	1
ENSMUSG00000067047	0	0	0	0	0	0
ENSMUSG00000067049	0	0	0	0	0	0
ENSMUSG00000067058	12	32	14	17	6	4
ENSMUSG00000067063	0	0	0	0	0	0
ENSMUSG00000067064	0	0	0	0	0	0
ENSMUSG00000067071	286	191	265	571	413	121
ENSMUSG00000067081	0	0	0	0	0	0
ENSMUSG00000067085	0	0	0	0	0	0
ENSMUSG00000067101	0	0	0	0	0	0
ENSMUSG00000067103	0	0	0	0	0	0
ENSMUSG00000067106	26	10	28	27	26	19
ENSMUSG00000067121	6	39	15	12	10	17
ENSMUSG00000067122	0	0	0	0	0	0
ENSMUSG00000067144	0	0	0	1	2	0
ENSMUSG00000067147	2	20	3	10	1	2
ENSMUSG00000067148	733	793	1005	2709	1088	772
ENSMUSG00000067149	13	0	3	11	9	1
ENSMUSG00000067150	746	547	911	2019	1337	796
ENSMUSG00000067156	0	0	0	0	0	0
ENSMUSG00000067158	7	0	7	9	14	3
ENSMUSG00000067161	71	38	69	205	176	98
ENSMUSG00000067173	0	0	0	0	0	0
ENSMUSG00000067186	0	0	0	0	0	0
ENSMUSG00000067189	3	1	5	10	9	6
ENSMUSG00000067194	1435	1777	2006	4902	2175	1945
ENSMUSG00000067199	291	138	368	558	471	110
ENSMUSG00000067201	0	0	0	0	0	0
ENSMUSG00000067203	33	9	58	32	49	8
ENSMUSG00000067206	7	0	2	3	2	1
ENSMUSG00000067212	337	314	309	1137	391	309
ENSMUSG00000067215	1	0	5	4	6	1
ENSMUSG00000067219	4	9	8	87	20	20
ENSMUSG00000067220	1	0	1	1	1	0
ENSMUSG00000067224	2	2	4	16	8	4
ENSMUSG00000067225	0	0	0	0	0	0
ENSMUSG00000067229	0	0	0	0	0	0
ENSMUSG00000067231	0	0	0	0	0	0
ENSMUSG00000067235	480	253	448	1982	696	242
ENSMUSG00000067242	0	0	0	1	1	1
ENSMUSG00000067261	0	0	0	0	0	0
ENSMUSG00000067262	0	0	0	0	0	0
ENSMUSG00000067274	15036	20028	20710	30013	21252	16011
ENSMUSG00000067276	106	53	160	439	278	50
ENSMUSG00000067279	9	17	75	11	44	8
ENSMUSG00000067285	2	2	3	1	3	1
ENSMUSG00000067288	3599	4736	6515	11136	5046	3007
ENSMUSG00000067292	0	0	0	0	0	0
ENSMUSG00000067297	2	1	2	6	3	1
ENSMUSG00000067299	0	0	0	0	0	0
ENSMUSG00000067321	0	0	1	7	0	1
ENSMUSG00000067331	0	0	0	0	0	0
ENSMUSG00000067336	208	113	290	407	250	112
ENSMUSG00000067338	0	0	1	0	0	0
ENSMUSG00000067341	2	0	1	0	3	0
ENSMUSG00000067344	29	96	31	51	13	19
ENSMUSG00000067351	1	4	5	3	2	2
ENSMUSG00000067352	0	0	0	0	0	0
ENSMUSG00000067356	0	1	0	2	0	0
ENSMUSG00000067360	0	0	0	0	0	0
ENSMUSG00000067365	342	207	263	523	383	255
ENSMUSG00000067367	948	1185	1395	4807	1919	1341
ENSMUSG00000067369	352	135	354	364	470	150
ENSMUSG00000067370	27	21	29	58	50	11
ENSMUSG00000067377	157	83	246	352	226	102
ENSMUSG00000067389	26	22	18	145	33	33
ENSMUSG00000067399	1	0	1	5	2	0
ENSMUSG00000067424	38	11	65	72	81	15
ENSMUSG00000067430	77	32	87	129	102	42
ENSMUSG00000067438	0	0	0	0	0	0
ENSMUSG00000067441	0	0	0	0	0	0
ENSMUSG00000067455	8	10	2	50	6	11
ENSMUSG00000067482	0	0	0	0	0	0
ENSMUSG00000067513	0	0	0	0	0	0
ENSMUSG00000067519	0	0	0	0	0	0
ENSMUSG00000067522	0	0	0	0	0	0
ENSMUSG00000067524	0	0	0	0	0	0
ENSMUSG00000067525	0	0	0	0	0	0
ENSMUSG00000067526	0	0	0	0	0	0
ENSMUSG00000067528	0	0	0	0	0	0
ENSMUSG00000067529	0	5	0	1	1	1
ENSMUSG00000067541	0	0	0	0	0	0
ENSMUSG00000067543	0	0	0	0	0	0
ENSMUSG00000067545	0	0	0	0	0	0
ENSMUSG00000067547	45	40	54	185	72	49
ENSMUSG00000067555	0	0	0	0	0	0
ENSMUSG00000067561	0	0	0	0	0	0
ENSMUSG00000067562	0	0	0	0	0	0
ENSMUSG00000067567	94	35	171	177	157	57
ENSMUSG00000067571	0	0	0	0	0	0
ENSMUSG00000067575	0	0	0	1	0	0
ENSMUSG00000067577	0	2	1	0	0	0
ENSMUSG00000067578	0	0	1	0	0	0
ENSMUSG00000067586	11	8	12	29	34	4
ENSMUSG00000067591	0	0	0	0	0	0
ENSMUSG00000067594	0	0	0	0	0	0
ENSMUSG00000067596	0	0	0	0	0	0
ENSMUSG00000067597	0	0	0	0	0	0
ENSMUSG00000067599	0	0	0	0	0	0
ENSMUSG00000067604	0	0	0	0	0	0
ENSMUSG00000067608	15	48	16	51	14	30
ENSMUSG00000067610	0	0	0	0	0	0
ENSMUSG00000067613	1	0	0	2	1	0
ENSMUSG00000067614	0	1	0	0	0	0
ENSMUSG00000067615	0	0	0	0	0	0
ENSMUSG00000067616	0	0	0	0	0	0
ENSMUSG00000067627	0	0	0	0	0	0
ENSMUSG00000067629	247	40	191	324	469	54
ENSMUSG00000067642	0	0	1	2	0	0
ENSMUSG00000067649	0	0	0	0	0	0
ENSMUSG00000067653	4	4	5	10	12	5
ENSMUSG00000067656	1	0	2	1	3	0
ENSMUSG00000067679	0	0	0	0	0	0
ENSMUSG00000067684	0	0	0	0	0	0
ENSMUSG00000067698	0	0	0	0	0	0
ENSMUSG00000067700	0	0	0	0	0	0
ENSMUSG00000067702	0	1	1	0	2	0
ENSMUSG00000067704	0	0	0	0	0	0
ENSMUSG00000067713	604	946	830	2218	1001	698
ENSMUSG00000067714	11	2	9	59	24	5
ENSMUSG00000067716	0	0	0	0	0	0
ENSMUSG00000067719	72	139	105	71	84	142
ENSMUSG00000067722	519	551	687	1175	794	527
ENSMUSG00000067724	0	1	0	0	1	0
ENSMUSG00000067736	2	10	7	8	3	3
ENSMUSG00000067745	0	0	0	0	2	1
ENSMUSG00000067750	0	0	0	0	0	0
ENSMUSG00000067764	0	0	0	0	0	0
ENSMUSG00000067767	1	0	2	6	5	1
ENSMUSG00000067768	12	16	25	1	6	6
ENSMUSG00000067771	0	0	0	0	0	0
ENSMUSG00000067773	0	0	0	0	0	0
ENSMUSG00000067780	0	0	1	1	1	0
ENSMUSG00000067786	79	48	102	295	158	21
ENSMUSG00000067787	195	121	213	358	242	110
ENSMUSG00000067795	1	0	0	0	0	0
ENSMUSG00000067813	3	2	4	4	4	1
ENSMUSG00000067818	576	545	1444	908	771	276
ENSMUSG00000067825	104	80	189	322	165	79
ENSMUSG00000067835	0	0	0	0	0	0
ENSMUSG00000067847	681	1340	1647	2681	1170	1023
ENSMUSG00000067848	0	0	0	0	0	0
ENSMUSG00000067851	579	286	844	1265	898	348
ENSMUSG00000067855	0	0	0	0	0	0
ENSMUSG00000067860	0	0	0	0	0	0
ENSMUSG00000067869	49	16	60	448	110	40
ENSMUSG00000067870	478	1392	1081	455	506	622
ENSMUSG00000067872	0	0	0	3	0	0
ENSMUSG00000067873	855	745	1250	2392	1435	704
ENSMUSG00000067878	15	3	17	33	28	14
ENSMUSG00000067879	0	1	2	0	0	0
ENSMUSG00000067882	1	0	0	1	0	0
ENSMUSG00000067889	14	4	6	36	32	4
ENSMUSG00000067909	0	0	0	0	0	0
ENSMUSG00000067916	28	19	27	37	36	17
ENSMUSG00000067919	1	0	0	0	1	0
ENSMUSG00000067924	35	23	45	20	30	13
ENSMUSG00000067925	13	6	19	5	19	4
ENSMUSG00000067928	233	85	299	348	338	154
ENSMUSG00000067929	20	9	22	16	20	12
ENSMUSG00000067931	215	75	152	365	277	123
ENSMUSG00000067941	0	0	0	0	0	0
ENSMUSG00000067942	136	70	149	300	216	123
ENSMUSG00000067949	0	0	0	1	0	1
ENSMUSG00000067951	0	0	0	0	0	0
ENSMUSG00000067971	0	0	0	0	0	0
ENSMUSG00000067973	0	0	0	0	0	0
ENSMUSG00000067995	512	579	601	1496	916	532
ENSMUSG00000067996	0	0	0	0	0	0
ENSMUSG00000067998	0	0	0	0	0	0
ENSMUSG00000068008	0	0	0	0	0	0
ENSMUSG00000068009	0	0	0	0	0	0
ENSMUSG00000068011	34	15	45	51	30	16
ENSMUSG00000068014	0	2	2	2	1	3
ENSMUSG00000068015	138	85	172	446	232	100
ENSMUSG00000068036	160	78	234	317	240	61
ENSMUSG00000068037	2	0	0	2	0	1
ENSMUSG00000068039	5277	3101	5600	9617	8537	4682
ENSMUSG00000068040	580	234	522	2038	999	371
ENSMUSG00000068048	0	0	0	0	0	0
ENSMUSG00000068062	1	0	1	0	0	0
ENSMUSG00000068067	0	0	0	0	0	0
ENSMUSG00000068068	0	0	0	0	0	0
ENSMUSG00000068071	0	0	0	0	0	0
ENSMUSG00000068073	0	0	0	0	0	0
ENSMUSG00000068074	0	0	0	0	0	0
ENSMUSG00000068075	0	0	0	0	0	0
ENSMUSG00000068078	0	0	0	0	0	0
ENSMUSG00000068079	0	1	5	1	0	2
ENSMUSG00000068082	0	0	0	0	0	0
ENSMUSG00000068083	1	4	0	2	0	0
ENSMUSG00000068085	1	2	0	0	2	0
ENSMUSG00000068086	15	17	11	72	27	14
ENSMUSG00000068099	0	0	0	1	0	0
ENSMUSG00000068101	304	367	375	1390	487	388
ENSMUSG00000068105	16	5	5	48	9	13
ENSMUSG00000068113	0	0	0	1	1	0
ENSMUSG00000068114	224	133	208	634	345	140
ENSMUSG00000068115	967	342	766	2076	1983	674
ENSMUSG00000068117	0	0	0	0	0	0
ENSMUSG00000068120	0	0	0	12	1	1
ENSMUSG00000068122	0	1	0	0	9	1
ENSMUSG00000068129	103	31	89	127	114	39
ENSMUSG00000068130	0	3	3	3	4	1
ENSMUSG00000068134	165	90	208	163	181	67
ENSMUSG00000068141	30	49	46	95	37	43
ENSMUSG00000068149	0	0	0	0	0	0
ENSMUSG00000068151	0	0	0	0	0	0
ENSMUSG00000068154	0	0	0	1	0	0
ENSMUSG00000068165	0	0	0	0	0	0
ENSMUSG00000068167	0	0	0	1	0	0
ENSMUSG00000068173	0	0	0	0	0	0
ENSMUSG00000068180	0	0	0	0	0	0
ENSMUSG00000068181	0	0	0	0	0	0
ENSMUSG00000068182	0	0	0	0	0	0
ENSMUSG00000068184	95	158	194	684	229	175
ENSMUSG00000068196	4	1	4	12	14	1
ENSMUSG00000068200	2	4	2	2	3	4
ENSMUSG00000068205	36	44	68	124	49	55
ENSMUSG00000068206	186	102	163	457	311	76
ENSMUSG00000068218	0	0	0	0	0	0
ENSMUSG00000068219	0	0	0	0	0	0
ENSMUSG00000068220	1650	7072	2425	26029	2340	8016
ENSMUSG00000068226	12	15	17	38	25	6
ENSMUSG00000068227	9	7	8	11	8	6
ENSMUSG00000068231	1	0	3	10	2	0
ENSMUSG00000068232	0	0	0	0	0	0
ENSMUSG00000068234	0	0	0	0	0	0
ENSMUSG00000068240	59	69	35	187	109	62
ENSMUSG00000068243	7	51	11	42	5	7
ENSMUSG00000068245	4	2	3	6	8	1
ENSMUSG00000068246	0	0	0	1	0	0
ENSMUSG00000068250	120	19	124	106	180	26
ENSMUSG00000068252	0	0	0	0	0	0
ENSMUSG00000068259	0	0	0	1	0	0
ENSMUSG00000068262	5	9	8	33	6	2
ENSMUSG00000068263	0	2	2	7	3	1
ENSMUSG00000068264	522	185	400	681	740	195
ENSMUSG00000068267	1871	941	1601	5752	3281	1228
ENSMUSG00000068270	44	21	90	58	47	7
ENSMUSG00000068284	821	264	840	1511	1410	451
ENSMUSG00000068289	0	0	0	0	0	0
ENSMUSG00000068290	735	610	1034	2658	1442	460
ENSMUSG00000068299	29	8	12	29	66	16
ENSMUSG00000068302	0	0	0	1	0	0
ENSMUSG00000068303	16	12	0	13	9	0
ENSMUSG00000068314	0	0	0	3	0	1
ENSMUSG00000068323	1	53	1	494	2	118
ENSMUSG00000068324	7	12	7	13	9	6
ENSMUSG00000068327	0	0	0	0	0	0
ENSMUSG00000068328	1671	1492	1483	6021	2691	1379
ENSMUSG00000068329	609	530	513	3681	1039	758
ENSMUSG00000068335	298	413	373	1950	463	355
ENSMUSG00000068341	0	0	0	0	0	0
ENSMUSG00000068348	0	0	0	0	0	0
ENSMUSG00000068349	1	1	4	0	2	0
ENSMUSG00000068373	2	0	1	3	6	2
ENSMUSG00000068391	478	327	459	759	656	368
ENSMUSG00000068392	0	0	0	0	0	0
ENSMUSG00000068394	325	208	246	933	606	266
ENSMUSG00000068396	6	12	5	29	6	4
ENSMUSG00000068397	2	23	6	6	3	4
ENSMUSG00000068399	0	0	0	0	0	0
ENSMUSG00000068407	0	0	0	1	0	0
ENSMUSG00000068417	25	26	33	32	32	35
ENSMUSG00000068428	0	0	0	0	0	0
ENSMUSG00000068431	0	0	0	0	0	0
ENSMUSG00000068437	0	0	0	0	0	0
ENSMUSG00000068452	0	0	0	1	0	0
ENSMUSG00000068457	0	1	194	0	0	116
ENSMUSG00000068463	3	1	2	2	0	0
ENSMUSG00000068466	5	3	1	20	4	3
ENSMUSG00000068479	193	187	243	531	270	207
ENSMUSG00000068480	3	5	9	20	2	2
ENSMUSG00000068487	25	17	19	14	36	14
ENSMUSG00000068506	0	0	0	0	0	0
ENSMUSG00000068522	9	9	30	24	13	7
ENSMUSG00000068523	361	341	483	617	494	298
ENSMUSG00000068535	0	0	0	0	0	0
ENSMUSG00000068536	0	0	0	0	0	0
ENSMUSG00000068537	0	0	0	0	0	0
ENSMUSG00000068547	0	0	0	0	0	0
ENSMUSG00000068551	99	40	86	132	88	21
ENSMUSG00000068566	545	201	571	1208	669	172
ENSMUSG00000068574	0	0	0	0	0	0
ENSMUSG00000068579	6	11	10	9	8	4
ENSMUSG00000068580	175	183	231	486	265	171
ENSMUSG00000068587	26	17	44	130	48	29
ENSMUSG00000068600	1	1	3	2	0	1
ENSMUSG00000068601	26	18	24	28	32	4
ENSMUSG00000068604	2	4	1	9	1	0
ENSMUSG00000068606	0	0	0	1	0	0
ENSMUSG00000068614	2	10	4	15	98	2
ENSMUSG00000068615	0	0	0	0	0	0
ENSMUSG00000068617	1	0	2	1	1	1
ENSMUSG00000068629	7	12	2	12	4	2
ENSMUSG00000068631	1	0	1	1	1	0
ENSMUSG00000068647	0	0	0	0	0	0
ENSMUSG00000068663	365	141	360	922	725	177
ENSMUSG00000068674	9	30	19	17	11	2
ENSMUSG00000068680	0	0	0	0	0	0
ENSMUSG00000068686	133	97	113	203	133	83
ENSMUSG00000068689	0	1	0	4	2	1
ENSMUSG00000068696	0	1	1	1	4	1
ENSMUSG00000068697	2	0	0	2	2	0
ENSMUSG00000068699	58	28	54	121	154	7
ENSMUSG00000068706	165	267	211	298	242	234
ENSMUSG00000068732	360	356	429	932	481	298
ENSMUSG00000068735	85	37	192	168	97	31
ENSMUSG00000068739	1965	2127	2738	6927	3567	2067
ENSMUSG00000068740	26	12	36	79	35	7
ENSMUSG00000068742	774	99	488	679	1385	131
ENSMUSG00000068744	549	177	394	1024	803	207
ENSMUSG00000068745	0	0	1	2	1	2
ENSMUSG00000068747	325	83	304	588	484	83
ENSMUSG00000068748	0	0	0	0	1	0
ENSMUSG00000068749	1763	1112	1819	1921	2303	1202
ENSMUSG00000068758	64	27	78	156	84	26
ENSMUSG00000068762	23	17	55	103	1	4
ENSMUSG00000068776	0	0	0	0	0	0
ENSMUSG00000068794	2	1	3	7	2	0
ENSMUSG00000068798	827	608	1072	2084	948	888
ENSMUSG00000068806	0	0	0	0	0	0
ENSMUSG00000068808	0	0	0	0	0	0
ENSMUSG00000068809	0	0	0	0	0	0
ENSMUSG00000068810	0	0	0	0	0	0
ENSMUSG00000068814	0	0	0	0	0	0
ENSMUSG00000068815	0	0	0	0	0	0
ENSMUSG00000068816	0	0	0	0	0	0
ENSMUSG00000068817	0	0	0	0	0	0
ENSMUSG00000068818	0	0	0	0	0	0
ENSMUSG00000068819	0	0	0	0	0	0
ENSMUSG00000068823	2885	1914	3697	7943	4156	2244
ENSMUSG00000068824	0	0	0	0	0	0
ENSMUSG00000068854	333	159	282	478	408	167
ENSMUSG00000068855	1	2	1	10	1	2
ENSMUSG00000068856	389	246	336	1451	811	341
ENSMUSG00000068859	0	0	0	0	0	1
ENSMUSG00000068860	4	1	5	3	5	1
ENSMUSG00000068874	557	327	804	729	809	277
ENSMUSG00000068876	573	39	298	655	784	63
ENSMUSG00000068877	77	32	59	160	118	29
ENSMUSG00000068879	0	0	0	0	0	0
ENSMUSG00000068882	2036	1935	3296	6065	3340	2187
ENSMUSG00000068885	0	0	0	0	0	0
ENSMUSG00000068887	0	0	0	0	0	0
