gene_id	ERR031017	ERR031018	ERR031019	ERR031022	ERR031023	ERR031024	ERR031025	ERR031026	ERR031027	ERR031028	ERR031029	ERR031030	ERR031031	ERR031032	ERR031033	ERR031035	ERR031038	ERR031039	ERR031040	ERR031041	ERR031042	ERR031043	ERR031044	ERR299295	ERR299296	ERR299297	ERR299298	ERR299299
ENSG00000211785	0	0	3	0	2	3	2	2	2	0	1	0	17	7	0	3	2	0	0	0	2	0	0	0	1	0	1	3
ENSG00000211787	0	0	15	0	0	5	1	0	0	0	2	5	3	4	2	0	1	0	1	0	0	0	9	2	1	0	0	2
ENSG00000211792	0	0	10	2	1	1	13	0	1	0	1	18	0	3	1	0	0	4	0	8	0	0	6	0	3	0	0	1
ENSG00000211796	0	0	0	3	1	4	7	13	0	0	0	1	2	1	1	1	2	3	0	0	5	0	0	1	6	0	0	2
ENSG00000211803	0	4	7	0	0	4	2	3	0	0	0	5	5	4	0	0	4	0	2	0	0	0	0	0	1	0	0	1
ENSG00000211804	0	0	8	0	1	1	10	2	1	0	0	6	2	7	0	0	0	2	0	2	0	0	0	0	4	0	2	3
ENSG00000211808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211809	0	0	1	1	5	5	4	0	0	0	2	3	2	0	0	0	6	0	0	0	1	0	0	2	6	0	0	14
ENSG00000211814	0	0	0	0	0	2	2	0	3	0	4	4	3	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0
ENSG00000211817	0	0	5	3	1	1	20	0	2	0	3	0	13	4	0	5	4	1	0	0	0	0	0	0	7	5	0	5
ENSG00000211818	0	7	6	1	0	1	0	7	3	1	3	8	0	0	0	0	0	0	4	4	0	0	0	1	2	0	1	0
ENSG00000211826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211850	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	1	0
ENSG00000211867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211870	0	2	0	0	2	3	0	0	0	6	5	2	0	2	0	0	0	0	4	0	0	0	4	6	1	0	0	2
ENSG00000211875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211886	0	5	0	4	0	4	2	3	0	4	3	4	1	1	0	1	6	1	1	4	0	0	0	4	2	2	1	0
ENSG00000211890	581	244	7196	424	1147	780	4179	77	1121	98	95	90	3726	1425	211	276	602	102	61	142	39	6684	1724	2089	1870	107	173	2971
ENSG00000211893	1836	217	11572	594	1976	3001	8585	936	7986	375	1757	1826	3564	578	244	1473	923	211	174	2797	418	2174	1296	2937	2152	233	547	4241
ENSG00000211895	1447	491	13467	889	2932	2029	17180	427	3916	299	1867	1438	5731	2123	487	380	892	270	217	712	298	16680	7690	4175	4418	362	332	4910
ENSG00000211896	8622	1062	57299	5516	8511	27437	27941	2378	38318	1238	13400	25432	25328	6169	1216	4183	4280	996	992	9450	2350	27930	15052	26368	16556	889	4786	22832
ENSG00000211897	703	345	3266	243	1401	7962	2986	454	1630	325	3900	4026	2497	876	184	4553	1900	129	363	659	464	3415	2369	3064	574	132	3294	2558
ENSG00000211899	307	408	12385	360	528	1552	2840	458	478	230	6649	3820	7927	1850	185	475	1686	131	261	618	435	1867	695	4667	1964	104	173	4156
ENSG00000211904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211933	11	0	216	3	13	13	213	15	16	0	3	15	35	13	0	0	10	0	0	0	1	31	21	20	18	0	1	108
ENSG00000211934	0	7	73	37	64	65	426	24	6	0	8	24	182	94	9	1	12	1	0	0	0	239	61	21	163	0	0	160
ENSG00000211935	5	0	123	2	7	6	50	6	8	1	1	2	45	14	2	1	0	0	0	3	9	1	0	34	20	1	1	26
ENSG00000211937	14	0	204	14	5	25	164	21	5	0	16	6	219	28	1	2	14	10	4	0	0	35	17	16	56	0	12	115
ENSG00000211938	0	4	1253	2	13	10	102	3	14	1	3	13	76	32	6	4	23	0	2	18	0	20	16	55	39	3	5	154
ENSG00000211941	1	0	71	0	1	8	36	3	9	0	0	9	49	24	0	7	2	4	3	4	1	11	21	7	24	0	1	16
ENSG00000211942	7	0	78	5	2	0	39	1	2	0	5	30	39	3	2	0	0	0	1	0	0	0	0	4	4	0	0	6
ENSG00000211943	0	1	302	6	30	21	180	13	4	8	3	81	86	11	6	10	6	4	1	10	3	24	5	56	28	0	3	66
ENSG00000211944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211945	34	0	899	9	8	10	121	8	25	0	9	10	69	25	10	1	8	4	0	8	15	82	47	34	62	0	4	183
ENSG00000211947	0	0	157	6	4	12	95	8	2	0	3	11	143	24	1	13	4	0	0	1	10	44	16	34	36	0	3	42
ENSG00000211949	10	2	1081	14	11	20	232	22	23	0	5	17	131	42	9	14	38	2	3	17	0	36	33	106	44	0	3	286
ENSG00000211950	0	0	74	31	26	43	57	4	14	0	7	14	49	13	3	0	13	0	0	6	3	16	14	16	68	1	1	35
ENSG00000211951	0	0	51	0	5	0	13	0	20	0	0	0	0	0	0	2	3	1	0	0	0	29	0	2	3	0	0	4
ENSG00000211955	0	0	167	3	0	0	15	0	7	0	0	3	68	10	1	2	2	0	0	2	0	19	5	19	6	2	0	12
ENSG00000211956	3	1	131	5	1	5	55	4	4	0	9	7	17	12	2	1	10	0	1	11	5	10	14	9	26	0	7	48
ENSG00000211958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211959	10	0	157	0	8	8	180	9	4	0	0	2	84	12	0	3	7	1	0	2	0	55	21	6	16	0	0	19
ENSG00000211962	2	0	664	29	26	31	371	24	11	0	10	135	238	36	6	4	14	0	5	24	1	23	33	114	72	0	9	152
ENSG00000211964	8	0	221	3	6	20	51	4	30	0	4	3	33	11	1	2	13	0	1	0	1	3	18	51	29	0	0	85
ENSG00000211965	0	0	73	11	5	13	43	4	3	2	5	13	24	11	2	2	3	0	0	0	0	17	4	11	9	0	0	155
ENSG00000211966	4	0	316	11	4	19	18	0	11	0	0	4	48	12	1	1	4	2	0	0	1	14	14	43	33	0	0	51
ENSG00000211967	8	0	94	0	9	5	63	2	1	0	0	2	37	10	3	0	0	2	0	0	0	2	7	4	13	0	0	1
ENSG00000211970	3	0	3	6	0	6	16	4	0	0	0	3	53	14	0	0	2	0	0	10	0	31	16	1	52	0	0	29
ENSG00000211972	0	0	141	0	9	4	48	2	1	0	0	0	35	7	2	1	1	2	0	0	0	8	3	4	3	0	0	17
ENSG00000211976	1	2	80	7	2	19	56	22	0	0	3	0	7	7	5	0	6	0	0	2	0	54	1	5	21	0	4	39
ENSG00000212013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0
ENSG00000212133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212158	0	1	0	0	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212195	37	1	12	50	107	50	8	0	42	76	73	48	48	33	7	19	94	7	47	23	3	11	11	25	14	11	12	221
ENSG00000212214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212240	0	0	2	0	0	1	4	5	0	8	1	3	5	3	0	0	3	0	4	0	0	2	0	4	0	1	1	0
ENSG00000212246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212249	0	5	0	2	0	0	0	0	0	2	0	3	0	0	0	0	8	4	0	0	0	0	10	1	0	1	2	0
ENSG00000212251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212332	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	4	0	3	0	0	0
ENSG00000212333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212348	3	1	0	3	1	6	8	0	0	0	1	8	0	0	2	0	3	0	1	2	0	0	0	2	0	0	2	0
ENSG00000212358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212366	0	1	0	2	0	0	0	0	0	14	0	6	4	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0
ENSG00000212368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212391	0	3	2	3	1	1	7	0	2	0	0	1	0	0	1	1	5	0	0	0	1	0	1	3	2	0	3	1
ENSG00000212392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212440	0	0	0	0	0	4	1	3	0	0	0	4	1	1	0	0	1	0	13	0	1	4	0	4	0	0	0	0
ENSG00000212497	0	2	0	2	0	0	0	7	0	5	0	3	1	3	0	0	3	0	5	0	0	0	0	10	1	4	7	1
ENSG00000212719	165	106	668	192	201	232	550	214	210	225	182	256	537	281	247	286	162	169	156	326	103	250	105	236	286	117	184	271
ENSG00000212766	0	2	4	10	0	13	2	2	3	106	9	14	12	4	0	7	57	0	2	6	32	20	4	5	2	3	6	0
ENSG00000212807	0	6	5	9	6	14	8	0	1	25	2	10	17	25	3	0	10	3	4	1	1	0	2	6	3	0	10	1
ENSG00000212829	0	2	3	1	1	1	1	2	0	0	1	5	0	2	0	2	2	0	2	0	3	2	6	2	1	0	0	5
ENSG00000212899	0	0	0	0	0	2	1	4	1	20	0	0	0	0	2	0	0	0	0	4	0	0	0	0	2	1	0	0
ENSG00000212901	0	2	0	0	7	2	3	0	0	1	3	0	4	2	4	12	4	0	0	0	4	0	0	0	0	0	2	2
ENSG00000212933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213013	0	2	2	4	0	2	0	2	0	0	2	0	7	0	0	6	5	0	3	2	0	0	5	0	1	2	5	0
ENSG00000213014	0	0	0	6	0	0	4	0	0	0	4	4	5	2	3	1	4	0	0	0	0	0	0	0	3	2	0	0
ENSG00000213049	0	4	0	0	0	0	0	13	0	7	0	0	2	0	0	0	0	0	2	15	0	0	0	0	2	3	0	0
ENSG00000213082	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213197	0	2	0	2	0	2	5	2	0	0	0	6	0	0	0	0	0	0	1	0	2	0	0	6	1	3	7	4
ENSG00000213225	22	5	40	1	24	2	17	142	66	12	32	3	23	1	52	11	61	9	4	136	21	4	0	13	39	0	12	55
ENSG00000213272	0	6	0	8	0	5	0	2	5	8	0	6	0	3	2	0	0	2	2	0	0	0	0	0	0	2	0	1
ENSG00000213277	0	0	0	0	0	0	4	3	0	0	0	1	9	2	0	0	0	2	5	6	0	0	2	0	2	0	0	0
ENSG00000213279	0	0	4	1	6	0	9	6	0	10	8	7	4	6	2	0	1	0	0	0	0	0	0	8	6	3	5	4
ENSG00000213297	0	0	2	0	4	0	1	0	1	5	0	0	8	1	4	2	0	0	1	0	4	0	0	2	0	1	2	4
ENSG00000213300	0	0	2	0	3	5	9	4	0	3	2	3	0	4	5	0	0	2	1	6	9	4	0	0	3	1	2	7
ENSG00000213303	0	0	0	1	0	1	17	0	4	0	1	0	0	1	1	0	0	0	4	12	0	0	0	0	4	0	0	0
ENSG00000213309	0	0	2	3	7	1	0	1	4	0	4	2	0	0	2	0	4	3	2	1	7	0	0	1	0	0	3	1
ENSG00000213328	0	0	0	0	0	0	4	9	0	1	2	0	4	2	0	0	9	0	0	0	0	0	0	12	0	0	1	0
ENSG00000213363	9	1	0	0	0	5	0	0	1	2	0	1	6	0	0	0	1	0	0	1	0	0	0	1	2	6	2	0
ENSG00000213480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213512	0	5	2	0	0	13	0	2	0	3	2	8	1	1	1	4	0	0	0	0	0	3	0	0	2	1	3	2
ENSG00000213539	0	3	0	0	0	0	0	0	0	1	2	3	0	0	0	2	4	0	0	0	0	0	23	4	3	4	0	0
ENSG00000213540	0	0	0	0	0	6	0	0	2	6	0	4	11	0	0	1	0	0	4	0	0	3	0	1	3	0	0	0
ENSG00000213569	0	1	1	0	0	0	2	0	4	0	0	0	0	2	0	0	0	4	0	3	2	0	0	0	2	2	1	0
ENSG00000213578	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213598	1	0	2	1	1	0	1	5	1	0	0	0	4	1	0	8	2	2	1	1	1	0	0	0	1	1	0	4
ENSG00000213600	0	0	1	1	0	0	5	2	0	0	0	4	0	0	0	4	2	0	2	1	0	0	0	10	2	1	2	0
ENSG00000213604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213612	0	3	0	2	0	0	1	0	1	0	2	2	0	1	1	1	0	0	0	0	0	0	0	3	3	0	2	2
ENSG00000213648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213659	0	0	0	12	0	0	1	9	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000213667	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213669	0	2	0	0	5	1	0	11	4	4	0	0	0	0	0	5	0	0	4	0	0	0	0	3	2	0	0	0
ENSG00000213695	1	2	4	4	0	0	0	5	0	6	1	3	1	2	0	0	0	1	5	0	0	1	3	0	6	0	0	0
ENSG00000213711	0	14	0	1	1	4	2	0	0	4	0	0	0	0	0	2	0	0	2	0	0	0	3	0	0	1	2	0
ENSG00000213713	10	13	77	7	9	10	110	33	2	9	2	15	63	47	26	3	21	4	8	51	0	2	10	20	43	0	5	42
ENSG00000213714	0	8	10	4	4	4	13	4	6	22	4	3	4	9	2	8	0	2	11	8	7	14	27	5	3	2	12	4
