gene_id	ERR5671402	ERR5671403	ERR5671404	ERR5671405	ERR5671406	ERR5671407	ERR5671408	ERR5671409	ERR5671410
ENSMUSG00000063277	0	0	0	0	0	1	0	0	0
ENSMUSG00000063354	12	2	5	23	2	0	23	6	135
ENSMUSG00000063409	1	0	0	0	0	0	0	0	0
ENSMUSG00000063430	0	0	2	6	2	11	0	2	8
ENSMUSG00000063445	699	561	529	589	541	299	714	632	662
ENSMUSG00000063506	1111	21	158	504	196	130	389	197	2026
ENSMUSG00000063514	0	0	1	0	0	0	0	0	0
ENSMUSG00000063548	0	1	0	0	0	0	0	0	0
ENSMUSG00000063651	0	0	0	0	0	0	0	0	0
ENSMUSG00000063683	2	5	15	1	7	0	7	5	69
ENSMUSG00000063696	9776	83	62	8508	52	45	9175	8230	56
ENSMUSG00000063802	1692	1217	1301	1276	1328	828	1489	1105	1745
ENSMUSG00000063820	5	14	0	10	8	11	7	2	0
ENSMUSG00000063827	0	0	0	0	0	0	0	0	0
ENSMUSG00000063838	565	582	331	484	499	337	550	480	376
ENSMUSG00000063851	8	0	2	6	2	0	3	2	108
ENSMUSG00000063887	0	1	0	0	0	9	0	4	7
ENSMUSG00000063895	0	0	1	0	0	0	0	0	0
ENSMUSG00000063905	0	0	0	0	0	0	0	0	0
ENSMUSG00000063953	8	77	74	110	117	74	21	122	14
ENSMUSG00000064057	1	0	0	0	0	0	0	0	0
ENSMUSG00000064109	0	0	0	0	0	0	0	1	0
ENSMUSG00000064179	8	133	33	1	6	22	422	585	268
ENSMUSG00000064193	8	8	9	14	7	11	6	333	0
ENSMUSG00000064220	0	1	0	0	0	0	0	0	0
ENSMUSG00000064224	0	1	0	0	0	0	0	0	0
ENSMUSG00000064225	15	0	5	4	15	7	0	1	11
ENSMUSG00000064246	12	7	2	4	0	0	22	6	0
ENSMUSG00000064259	0	0	0	0	0	0	0	0	0
ENSMUSG00000064280	0	0	0	2	0	0	0	0	0
ENSMUSG00000064294	7	8	0	9	1	3	0	17	0
ENSMUSG00000064325	284	127	340	234	165	143	262	164	1066
ENSMUSG00000064348	0	1	0	0	2	1	0	2	1
ENSMUSG00000064353	0	0	0	0	0	0	0	0	0
ENSMUSG00000064370	19681	20578	24987	35823	18609	37488	14235	24283	43627
ENSMUSG00000064387	1460	2018	1861	2028	2311	2223	3829	3143	3549
ENSMUSG00000064410	0	18	6	4	7	1	0	0	2
ENSMUSG00000064452	1	0	0	13	4	24	4	1	7
ENSMUSG00000064460	0	0	1	0	0	0	0	0	0
ENSMUSG00000064487	7	15	3	8	4	0	0	5	0
ENSMUSG00000064492	0	0	0	0	0	0	0	0	1
ENSMUSG00000064517	0	0	0	0	0	0	0	0	0
ENSMUSG00000064530	0	0	0	1	0	0	0	0	0
ENSMUSG00000064554	0	0	0	0	0	0	0	0	0
ENSMUSG00000064597	0	0	0	1	0	0	0	0	0
ENSMUSG00000064620	0	0	1	0	4	9	0	2	9
ENSMUSG00000064637	13	4	1	12	0	5	9	9	21
ENSMUSG00000064658	0	0	0	0	1	0	0	0	0
ENSMUSG00000064682	30	19	1	0	26	0	2	32	0
ENSMUSG00000064689	1	0	0	0	1	0	0	0	0
ENSMUSG00000064735	0	0	0	0	0	0	0	1	0
ENSMUSG00000064777	0	0	0	0	0	0	0	0	0
ENSMUSG00000064811	1	0	0	0	0	0	0	0	0
ENSMUSG00000064871	30	20	8	34	10	19	20	13	27
ENSMUSG00000064906	0	0	1	0	0	0	0	0	0
ENSMUSG00000064916	0	0	0	0	0	0	0	0	0
ENSMUSG00000064941	0	0	0	0	0	1	0	0	0
ENSMUSG00000064949	0	0	0	0	0	0	0	0	0
ENSMUSG00000064959	0	0	0	0	1	0	0	0	0
ENSMUSG00000064970	0	0	0	0	0	0	0	0	1
ENSMUSG00000064987	0	0	0	0	0	3	0	1	0
ENSMUSG00000065034	0	0	0	0	0	0	0	0	1
ENSMUSG00000065164	0	0	0	0	1	0	0	0	0
ENSMUSG00000065248	0	0	0	0	0	0	0	0	0
ENSMUSG00000065274	0	0	0	0	0	0	0	0	0
ENSMUSG00000065283	0	0	0	0	0	0	0	0	0
ENSMUSG00000065360	0	0	1	0	0	0	0	0	0
ENSMUSG00000065387	0	0	0	0	0	1	0	0	0
ENSMUSG00000065411	0	0	0	0	0	1	0	0	0
ENSMUSG00000065418	0	1	0	0	0	0	0	0	0
ENSMUSG00000065423	0	0	0	0	0	1	0	0	0
ENSMUSG00000065432	0	0	0	0	0	0	0	0	0
ENSMUSG00000065436	1	0	0	0	0	0	0	0	0
ENSMUSG00000065497	0	0	0	0	0	0	0	0	0
ENSMUSG00000065503	0	0	0	1	0	0	0	0	0
ENSMUSG00000065510	0	0	0	0	0	1	0	0	0
ENSMUSG00000065511	0	0	0	0	0	0	0	0	0
ENSMUSG00000065521	2	0	1	1	0	3	0	3	3
ENSMUSG00000065524	0	0	0	0	0	0	0	0	1
ENSMUSG00000065537	0	0	0	2	0	0	0	0	3
ENSMUSG00000065544	1	0	1	1	0	0	0	0	2
ENSMUSG00000065553	0	0	1	0	0	0	0	0	0
ENSMUSG00000065562	0	0	0	0	0	0	0	0	0
ENSMUSG00000065565	0	0	1	2	0	1	0	0	0
ENSMUSG00000065572	0	0	1	0	0	0	0	0	0
ENSMUSG00000065578	0	0	0	0	0	0	0	0	1
ENSMUSG00000065580	0	1	2	6	0	6	29	0	7
ENSMUSG00000065582	1	0	0	0	0	0	0	0	0
ENSMUSG00000065583	0	0	0	0	0	0	0	1	0
ENSMUSG00000065591	0	0	0	0	1	0	0	4	0
ENSMUSG00000065594	0	0	0	0	0	1	0	0	0
ENSMUSG00000065602	0	0	0	1	0	0	0	0	0
ENSMUSG00000065611	12	5	10	20	12	21	17	8	18
ENSMUSG00000065706	0	1	0	0	0	0	0	0	0
ENSMUSG00000065728	4	0	9	9	1	13	2	5	0
ENSMUSG00000065751	0	0	0	0	0	0	0	0	0
ENSMUSG00000065876	0	1	0	0	0	0	0	0	0
ENSMUSG00000066107	24	0	0	2	23	0	0	0	0
ENSMUSG00000066176	2	2	0	0	0	1	10	2	2
ENSMUSG00000066258	1	72	72	8	7	103	124	117	113
ENSMUSG00000066279	4	2	5	4	13	0	0	6	0
ENSMUSG00000066361	0	1	4	7	0	8	0	4	0
ENSMUSG00000066362	2361	2237	1778	2040	2201	1409	4	7	0
ENSMUSG00000066372	0	0	0	1	0	0	0	0	0
ENSMUSG00000066443	0	0	0	0	0	0	0	0	1
ENSMUSG00000066478	0	0	1	0	1	0	0	2	0
ENSMUSG00000066553	2	536	865	513	3	702	1	412	1
ENSMUSG00000066554	27	26	41	105	54	50	0	0	0
ENSMUSG00000066568	1528	1568	1516	1894	1668	1414	1665	1559	2112
ENSMUSG00000066677	0	0	0	0	0	1	0	0	0
ENSMUSG00000066687	2	7	16	2	4	17	0	8	25
ENSMUSG00000066705	10	65	9	5	6	9	76	90	79
ENSMUSG00000066720	2	0	13	9	0	6	11	3	1
ENSMUSG00000066748	0	0	0	0	0	0	0	0	2
ENSMUSG00000066772	0	0	1	0	0	0	0	0	0
ENSMUSG00000066897	0	0	0	0	0	0	0	0	0
ENSMUSG00000066958	1	0	0	0	0	0	0	0	0
ENSMUSG00000066975	15	6	0	9	4	2	8	2	4
ENSMUSG00000067001	0	10	4	6	1	11	0	7	8
ENSMUSG00000067017	719	9	16	10	860	3	15	9	12
ENSMUSG00000067101	0	0	0	0	0	0	0	0	1
ENSMUSG00000067158	3	2	6	0	0	4	17	2	0
ENSMUSG00000067189	0	1	0	0	0	0	0	0	0
ENSMUSG00000067279	209	299	83	235	128	316	101	116	11
ENSMUSG00000067321	0	0	1	0	0	0	0	0	0
ENSMUSG00000067341	0	0	0	0	0	0	0	0	0
ENSMUSG00000067482	0	0	0	0	0	0	0	0	0
ENSMUSG00000067604	0	0	0	0	0	0	0	0	0
ENSMUSG00000067608	1	304	312	2	318	167	8	2	2
ENSMUSG00000067722	1075	981	870	878	1041	668	881	958	1282
ENSMUSG00000067724	16	8	3	0	5	0	8	8	0
ENSMUSG00000067745	0	0	0	0	0	0	0	0	0
ENSMUSG00000067786	9	2	2	9	0	0	48	16	41
ENSMUSG00000067855	11	12	19	0	16	0	6	17	8
ENSMUSG00000067909	0	0	0	0	0	0	0	0	0
ENSMUSG00000068036	2499	2009	2963	2514	2119	2497	2894	2106	3634
ENSMUSG00000068086	0	1	0	0	0	0	0	0	0
ENSMUSG00000068231	11	5	5	23	0	29	10	1	11
ENSMUSG00000068284	1068	1105	1264	1725	925	1715	927	1035	1779
ENSMUSG00000068303	123	261	114	280	20	20	10	5	20
ENSMUSG00000068314	0	3	0	5	2	0	4	2	0
ENSMUSG00000068328	4749	3931	3794	4039	3861	2725	4228	3974	4415
ENSMUSG00000068396	10	0	0	9	8	0	0	0	0
ENSMUSG00000068431	0	0	0	0	1	0	0	0	0
ENSMUSG00000068522	3	0	0	12	4	0	6	6	3
ENSMUSG00000068547	3	2	5	7	4	0	0	2	25
ENSMUSG00000068614	75	1443	216	13	159	141	2811	3134	1774
ENSMUSG00000068696	2	26	2	5	13	40	0	6	0
ENSMUSG00000068706	16	6	4	8	16	5	6	10	5
ENSMUSG00000068776	0	0	0	0	0	0	0	0	0
ENSMUSG00000068876	10	8	0	2	0	5	0	1	8
ENSMUSG00000068917	990	791	745	805	767	797	804	748	800
ENSMUSG00000068957	0	0	14	0	2	2	5	0	0
ENSMUSG00000069014	0	0	0	0	0	0	0	0	0
ENSMUSG00000069041	0	0	0	0	16	0	0	8	0
ENSMUSG00000069170	2	9	19	11	9	12	6	12	27
ENSMUSG00000069289	13	5	3	6	6	6	5	10	4
ENSMUSG00000069306	2	3	0	1	3	4	445	289	3
ENSMUSG00000069385	0	0	0	0	0	0	0	0	0
ENSMUSG00000069421	1	19	0	7	0	9	5	5	7
ENSMUSG00000069515	0	19	0	4	2	1	1	6	0
ENSMUSG00000069516	821	2085	92	518	654	348	174	264	113
ENSMUSG00000069554	4	7	0	11	2	4	0	0	21
ENSMUSG00000069581	0	0	0	4	9	0	0	0	6
ENSMUSG00000069670	5	2	20	6	3	0	16	4	59
ENSMUSG00000069682	274	283	229	289	279	210	265	256	267
ENSMUSG00000069720	0	0	0	0	0	0	0	0	0
ENSMUSG00000069792	19	64	0	2	8	10	4	19	0
ENSMUSG00000069855	0	0	0	0	0	1	0	0	0
ENSMUSG00000069893	28	0	120	83	15	27	34	25	189
ENSMUSG00000069925	0	0	0	1	0	0	0	0	0
ENSMUSG00000069971	0	0	0	0	0	0	0	0	0
ENSMUSG00000069972	0	0	0	0	0	0	1	0	0
ENSMUSG00000069996	45	71	63	26	53	0	28	65	92
ENSMUSG00000070105	0	0	0	0	0	1	0	0	0
ENSMUSG00000070298	0	1	0	0	0	0	0	0	0
ENSMUSG00000070315	59	62	147	111	77	139	142	114	171
ENSMUSG00000070331	0	2	10	6	0	3	15	0	0
ENSMUSG00000070345	0	10	0	14	4	12	1	4	6
ENSMUSG00000070369	2	0	10	0	11	2	0	6	6
ENSMUSG00000070385	0	1	4	0	0	10	9	4	5
ENSMUSG00000070390	0	1	0	0	0	0	0	0	0
ENSMUSG00000070407	39	58	17	36	62	44	70	73	29
ENSMUSG00000070423	0	0	0	0	0	0	1	0	0
ENSMUSG00000070471	10	7	7	4	4	0	11	1	0
ENSMUSG00000070489	0	0	0	0	0	0	0	0	0
ENSMUSG00000070495	2	1	7	1	2	3	4	3	1
ENSMUSG00000070606	0	0	0	0	0	0	0	0	0
ENSMUSG00000070691	0	93	58	46	66	2	43	31	127
ENSMUSG00000070697	1253	1119	1208	1307	1153	1082	1337	1244	1584
ENSMUSG00000070828	0	0	0	1	0	0	0	0	0
ENSMUSG00000070853	0	0	0	1	0	0	0	0	0
ENSMUSG00000070883	0	15	15	13	5	17	1	4	6
ENSMUSG00000070999	12	19	1	13	6	20	11	16	3
ENSMUSG00000071113	3	0	11	3	0	8	0	2	0
ENSMUSG00000071202	0	12	4	10	1	5	0	0	2
ENSMUSG00000071226	3	12	0	2	0	2	0	0	9
ENSMUSG00000071230	0	0	0	0	2	0	3	0	0
ENSMUSG00000071253	684	1028	1036	1042	871	1014	824	842	851
ENSMUSG00000071294	0	0	0	1	0	0	0	0	0
ENSMUSG00000071302	162	274	148	354	161	474	129	208	431
ENSMUSG00000071361	0	1	0	0	0	0	0	0	0
ENSMUSG00000071362	3	3	6	13	0	21	11	4	17
ENSMUSG00000071456	832	930	946	910	956	819	906	1100	1535
ENSMUSG00000071531	0	4	8	23	3	17	37	4	22
ENSMUSG00000071540	19	28	34	3	2	12	137	70	68
ENSMUSG00000071591	0	0	2	0	0	3	0	0	0
ENSMUSG00000071714	4	18	2	4	4	4	1	7	10
ENSMUSG00000071793	230	140	236	262	142	369	131	121	210
ENSMUSG00000071867	0	0	0	0	1	0	0	0	0
ENSMUSG00000071984	69	174	3	16	46	76	61	33	22
ENSMUSG00000072259	0	0	0	0	0	0	0	0	0
ENSMUSG00000072324	0	1629	1405	3	2	499	4	1	1
ENSMUSG00000072387	0	0	0	0	0	0	0	1	0
ENSMUSG00000072598	0	0	0	0	0	0	0	0	0
ENSMUSG00000072647	24	15	27	30	31	29	38	13	32
ENSMUSG00000072707	1	0	1	1	0	3	6	2	0
ENSMUSG00000072714	0	0	1	0	0	0	0	0	0
ENSMUSG00000072720	0	46	14	0	6	6	86	57	80
ENSMUSG00000072723	11	3	0	26	20	15	17	5	11
ENSMUSG00000072731	0	0	0	0	0	0	0	1	0
ENSMUSG00000072738	1	0	0	0	0	0	0	0	0
ENSMUSG00000072763	11	10	14	25	16	33	0	9	9
ENSMUSG00000072769	2	0	5	0	0	4	0	0	11
ENSMUSG00000072791	0	0	0	0	0	0	0	0	0
ENSMUSG00000072844	20	1	3	28	24	18	4	2	4
ENSMUSG00000072875	25	7	11	8	9	9	0	22	17
ENSMUSG00000072878	5	0	2	0	5	6	0	0	9
ENSMUSG00000072884	14	6	8	10	10	8	4	6	4
ENSMUSG00000072945	0	2	0	0	1	5	38	40	7
ENSMUSG00000073001	1	0	0	0	0	0	0	0	0
ENSMUSG00000073010	0	0	2	0	0	0	0	0	0
ENSMUSG00000073012	0	0	0	0	0	0	0	0	0
ENSMUSG00000073051	0	2	0	0	0	0	0	0	0
ENSMUSG00000073077	1	4	13	12	6	55	6	2	24
ENSMUSG00000073094	0	0	0	1	0	0	0	0	0
ENSMUSG00000073125	7	3	36	53	55	64	1	15	11
ENSMUSG00000073174	0	0	0	3	3	10	13	4	3
ENSMUSG00000073293	15	2	29	5	14	4	5	6	74
ENSMUSG00000073295	34	22	31	27	4	10	26	9	160
ENSMUSG00000073371	53	115	58	63	110	0	62	106	127
ENSMUSG00000073406	0	4	9	6	0	2	0	17	0
ENSMUSG00000073412	7	0	0	3	6	10	0	4	10
ENSMUSG00000073421	20	36	14	2	11	31	44	85	15
ENSMUSG00000073437	81	69	95	124	74	164	64	103	76
ENSMUSG00000073486	0	4	0	0	3	2	0	0	14
ENSMUSG00000073497	0	0	0	0	0	1	0	0	0
ENSMUSG00000073514	27	49	0	149	16	88	16	48	32
ENSMUSG00000073535	0	10	0	0	0	2	1	8	0
ENSMUSG00000073555	4	2	31	12	7	13	4	4	0
ENSMUSG00000073572	0	0	0	0	0	0	0	0	0
ENSMUSG00000073598	2	12	5	9	11	13	12	9	10
ENSMUSG00000073607	18	0	5	23	10	4	20	8	6
ENSMUSG00000073656	0	0	0	0	0	0	0	0	1
ENSMUSG00000073877	0	0	0	0	0	0	0	1	0
ENSMUSG00000073888	2	20	2	7	19	42	32	13	34
ENSMUSG00000073893	6	4	12	9	7	21	4	8	9
ENSMUSG00000073896	0	0	0	0	0	1	0	0	0
ENSMUSG00000073900	0	0	0	1	0	0	0	0	0
ENSMUSG00000073902	0	0	0	0	0	0	0	0	0
ENSMUSG00000073926	2	0	0	0	0	0	0	0	0
ENSMUSG00000073928	0	0	0	0	0	0	0	0	1
ENSMUSG00000073944	0	0	0	0	0	0	0	0	0
ENSMUSG00000073945	0	0	0	0	0	0	0	0	0
ENSMUSG00000073980	0	0	0	0	0	0	0	0	1
ENSMUSG00000074001	8	75	7	0	5	16	142	190	99
ENSMUSG00000074029	0	0	0	0	0	0	0	0	0
ENSMUSG00000074039	5	2	14	18	17	9	18	5	10
ENSMUSG00000074052	0	2	0	5	6	0	9	4	11
ENSMUSG00000074146	0	0	0	1	0	0	0	0	0
ENSMUSG00000074158	44	15	25	96	34	248	27	49	104
ENSMUSG00000074183	4	2	2	9	3	3	6	0	121
ENSMUSG00000074184	0	0	0	0	0	0	0	1	0
ENSMUSG00000074218	25	37	68	37	61	26	42	35	8
ENSMUSG00000074219	1	0	5	2	11	1	26	3	0
ENSMUSG00000074250	3	2	2	7	1	2	2	0	1
ENSMUSG00000074280	1	2	1	1	0	1	1048	9	0
ENSMUSG00000074282	202	162	121	164	161	160	139	141	186
ENSMUSG00000074322	0	0	0	0	0	0	0	0	0
ENSMUSG00000074344	0	0	1	0	0	0	0	2	0
ENSMUSG00000074345	4	11	8	7	9	18	0	7	0
ENSMUSG00000074357	23	6	24	26	25	25	29	28	51
ENSMUSG00000074365	0	0	1	0	0	0	0	0	0
ENSMUSG00000074417	0	3	0	0	0	0	0	0	0
ENSMUSG00000074419	0	1	0	0	0	0	0	0	0
ENSMUSG00000074467	1	11	4	19	14	10	8	0	1
ENSMUSG00000074472	8	0	0	0	2	4	15	8	0
ENSMUSG00000074479	11	471	311	8	9	131	16	5	7
ENSMUSG00000074485	1	0	0	0	0	0	0	0	0
ENSMUSG00000074489	4	2	0	0	0	3	12	0	4
ENSMUSG00000074527	92	138	163	133	104	140	85	74	186
ENSMUSG00000074553	1	0	0	0	0	0	0	0	0
ENSMUSG00000074627	0	0	0	0	1	0	0	0	0
ENSMUSG00000074671	173	206	208	218	208	175	158	153	122
ENSMUSG00000074715	0	4	7	10	0	2	0	0	8
ENSMUSG00000074720	0	0	0	0	0	0	0	0	0
ENSMUSG00000074736	71	72	10	61	84	43	6	10	0
ENSMUSG00000074743	10471	10460	12677	8487	3407	7212	7756	7232	13867
ENSMUSG00000074768	0	0	0	0	0	0	0	0	1
ENSMUSG00000074771	0	4	20	4	8	2	6	2	0
ENSMUSG00000074868	1	0	1	4	8	19	0	0	1
ENSMUSG00000074885	0	0	0	0	0	0	0	0	1
ENSMUSG00000074892	0	2	0	0	2	0	6	2	16
ENSMUSG00000074899	4	0	4	0	6	2	0	0	11
ENSMUSG00000074903	0	0	1	0	0	0	0	0	0
ENSMUSG00000074946	0	6	0	0	0	2	0	0	0
ENSMUSG00000074999	0	4	4	5	0	14	0	0	11
ENSMUSG00000075006	0	0	0	0	0	0	0	0	0
ENSMUSG00000075014	5	7	17	9	1	9	0	4	21
ENSMUSG00000075044	0	0	0	0	0	1	0	0	0
ENSMUSG00000075064	0	0	1	0	0	0	0	0	0
ENSMUSG00000075069	0	0	1	0	0	0	0	0	0
ENSMUSG00000075072	0	0	0	0	0	0	0	0	0
ENSMUSG00000075081	26	15	34	34	26	113	16	18	39
ENSMUSG00000075121	0	0	0	0	0	0	0	0	0
ENSMUSG00000075149	0	0	0	0	0	0	0	0	0
ENSMUSG00000075194	0	0	0	0	0	0	0	0	0
ENSMUSG00000075224	0	5	0	6	8	0	0	2	14
ENSMUSG00000075225	0	26	12	13	15	39	10	26	6
ENSMUSG00000075270	16	15	0	6	2	4	4	2	0
ENSMUSG00000075271	227	318	217	203	234	167	206	234	195
ENSMUSG00000075276	2	1	1	3	3	6	4	5	8
ENSMUSG00000075297	7	79	78	65	2	62	26	1	45
ENSMUSG00000075307	27	212	43	30	31	60	344	475	311
ENSMUSG00000075312	0	0	1	0	0	0	0	0	0
ENSMUSG00000075330	0	6	0	0	0	0	11	13	15
ENSMUSG00000075391	1	1	186	389	1	129	1	176	0
ENSMUSG00000075420	0	2	0	0	0	0	12	12	6
ENSMUSG00000075431	0	0	0	0	0	0	0	0	0
ENSMUSG00000075478	0	0	1	0	0	0	0	0	0
ENSMUSG00000075520	7	11	10	12	2	24	0	0	8
ENSMUSG00000075534	1	0	0	0	0	0	0	0	0
ENSMUSG00000075538	14	12	18	39	4	146	29	7	11
ENSMUSG00000075555	0	4	7	11	7	14	6	2	2
ENSMUSG00000075569	8	7	5	3	3	4	3	10	11
ENSMUSG00000075574	7	13	0	0	13	11	0	3	0
ENSMUSG00000075588	5	41	0	2	9	11	11	14	12
ENSMUSG00000075604	1	20	1	37	2	1	13	2	1
ENSMUSG00000075707	649	2368	417	965	1367	2624	135	520	13
ENSMUSG00000075726	0	0	0	1	0	0	0	0	0
ENSMUSG00000076014	0	0	0	0	0	0	0	1	0
ENSMUSG00000076240	0	0	0	0	0	1	0	0	0
ENSMUSG00000076286	0	0	0	0	0	0	0	0	0
ENSMUSG00000076288	0	0	0	0	0	0	0	1	0
ENSMUSG00000076376	1	0	0	8	7	7	0	0	9
ENSMUSG00000076399	0	0	0	0	0	0	0	1	0
ENSMUSG00000076434	0	1	5	1	0	5	4	14	5
ENSMUSG00000076438	0	0	0	1	0	0	0	0	0
ENSMUSG00000076490	0	0	0	0	0	0	0	0	0
ENSMUSG00000076498	24	2	7	3	0	4	12	1	31
ENSMUSG00000076632	0	0	0	0	0	0	0	0	0
ENSMUSG00000076655	0	0	0	0	0	0	0	0	0
ENSMUSG00000076677	0	0	0	0	0	0	0	0	0
ENSMUSG00000076746	0	0	0	0	0	0	0	0	0
ENSMUSG00000076846	0	0	0	0	0	0	0	0	1
ENSMUSG00000076858	0	0	0	1	0	0	0	0	0
ENSMUSG00000076898	0	0	0	0	0	0	0	0	1
ENSMUSG00000076899	0	0	0	1	0	0	0	0	0
ENSMUSG00000076906	0	1	0	0	0	0	0	0	0
ENSMUSG00000076907	0	0	0	1	0	0	0	0	0
ENSMUSG00000076909	0	0	0	1	0	0	0	0	0
ENSMUSG00000076926	0	0	0	2	0	0	0	0	0
ENSMUSG00000076928	67	102	24	154	85	53	132	169	4
ENSMUSG00000076956	0	0	0	0	0	1	0	0	0
ENSMUSG00000076972	0	0	0	0	0	0	0	0	1
ENSMUSG00000076994	0	0	0	0	0	0	1	0	0
ENSMUSG00000077107	0	0	0	0	0	1	0	0	0
ENSMUSG00000077163	0	0	0	0	0	0	0	0	0
ENSMUSG00000077177	0	0	0	0	0	0	0	0	0
ENSMUSG00000077194	0	0	0	1	0	0	0	0	0
ENSMUSG00000077202	4	10	4	1	1	2	6	5	12
ENSMUSG00000077255	0	0	0	0	0	0	0	0	0
ENSMUSG00000077260	0	0	0	0	0	0	0	0	0
ENSMUSG00000077271	1	0	0	0	0	0	0	0	0
ENSMUSG00000077342	0	0	0	0	0	0	0	0	0
ENSMUSG00000077359	0	0	0	0	0	0	0	0	0
ENSMUSG00000077387	0	0	0	1	0	0	0	0	0
ENSMUSG00000077397	0	0	0	0	0	0	0	0	0
ENSMUSG00000077400	0	0	0	0	0	1	0	0	0
ENSMUSG00000077419	0	0	0	0	0	0	0	0	0
ENSMUSG00000077438	0	0	0	0	0	0	0	0	0
ENSMUSG00000077463	0	0	0	0	0	0	0	0	0
ENSMUSG00000077505	3	1	9	7	1	12	3	10	5
ENSMUSG00000077511	0	0	0	0	0	0	0	0	0
ENSMUSG00000077553	0	0	0	0	0	1	0	0	0
ENSMUSG00000077625	15	14	10	12	13	17	16	10	15
ENSMUSG00000077628	0	0	0	0	0	0	0	0	0
ENSMUSG00000077660	0	0	0	0	0	0	0	0	0
ENSMUSG00000077663	0	0	0	0	0	0	0	0	0
ENSMUSG00000077680	0	0	0	0	0	0	0	0	0
ENSMUSG00000077681	0	0	0	0	0	0	0	0	0
ENSMUSG00000077702	0	0	0	0	0	0	0	0	0
ENSMUSG00000077733	0	0	0	6	1	4	11	0	6
ENSMUSG00000077736	0	0	0	0	0	0	0	0	0
ENSMUSG00000077869	0	0	0	0	0	1	0	0	0
ENSMUSG00000077921	1	0	0	0	0	0	0	0	0
ENSMUSG00000077925	1	14	1	14	5	18	4	6	0
ENSMUSG00000077972	1	0	0	0	0	0	0	0	0
ENSMUSG00000077980	2	3	1	17	0	12	10	6	1
ENSMUSG00000077981	0	0	0	0	0	3	2	0	0
ENSMUSG00000078031	0	0	0	0	0	0	0	1	0
ENSMUSG00000078032	0	0	0	1	0	0	0	0	0
ENSMUSG00000078116	0	0	0	0	0	0	0	0	0
ENSMUSG00000078117	0	0	0	0	0	0	0	0	0
ENSMUSG00000078122	0	0	0	0	0	0	0	0	0
ENSMUSG00000078137	0	0	0	0	0	0	0	0	0
ENSMUSG00000078143	0	2	4	2	0	6	0	2	8
ENSMUSG00000078144	2	2	1	0	0	10	0	0	4
ENSMUSG00000078151	1	0	0	0	0	0	0	0	0
ENSMUSG00000078154	5	3	9	7	10	7	4	9	5
ENSMUSG00000078240	0	0	1	1	8	0	33	3	3
ENSMUSG00000078249	8	2	825	1169	6	221	1	6	10
ENSMUSG00000078270	0	0	0	0	0	0	0	0	0
ENSMUSG00000078349	8	12	0	2	15	21	22	11	8
ENSMUSG00000078380	0	0	0	0	0	0	0	1	0
ENSMUSG00000078480	172	66	55	156	142	44	0	0	0
ENSMUSG00000078528	9	4	17	8	1	31	0	1	5
ENSMUSG00000078554	0	1	0	0	0	0	0	0	4
ENSMUSG00000078590	0	0	0	0	0	1	0	0	0
ENSMUSG00000078607	8	16	25	22	13	13	12	8	12
ENSMUSG00000078624	10	12	14	14	1	32	5	2	9
ENSMUSG00000078632	0	0	0	0	0	0	0	0	0
ENSMUSG00000078686	0	0	0	0	0	0	0	0	0
ENSMUSG00000078722	0	0	0	0	0	0	0	1	0
ENSMUSG00000078747	0	0	12	2	3	9	0	8	2
ENSMUSG00000078780	0	2	0	0	0	0	0	0	0
ENSMUSG00000078815	0	12	10	0	3	0	5	27	25
ENSMUSG00000078868	7	5	2	9	0	37	0	1	21
ENSMUSG00000078876	1	0	0	0	0	0	0	0	0
ENSMUSG00000078931	14	15	21	12	20	6	6	10	17
ENSMUSG00000078938	0	0	0	0	0	1	0	0	0
ENSMUSG00000078949	0	36	2	0	13	4	35	48	4
ENSMUSG00000078963	5	4	10	9	6	16	11	15	39
ENSMUSG00000079012	23	173	68	17	2	8	35	0	0
ENSMUSG00000079014	0	19	0	1	0	14	7	8	0
ENSMUSG00000079015	0	0	0	0	0	0	0	0	0
ENSMUSG00000079025	0	0	0	0	0	0	0	0	0
ENSMUSG00000079045	0	2	0	0	0	0	0	0	0
ENSMUSG00000079067	0	0	0	0	0	0	0	1	0
ENSMUSG00000079092	2109	289	4441	4082	501	430	1791	1273	11773
ENSMUSG00000079110	0	10	0	2	0	0	9	34	7
ENSMUSG00000079113	0	0	0	0	0	0	0	0	0
ENSMUSG00000079140	0	0	1	0	0	0	0	0	0
ENSMUSG00000079143	0	0	0	0	1	0	0	0	0
ENSMUSG00000079164	97	251	90	154	147	205	119	116	19
ENSMUSG00000079165	10	1	1	0	4	4	0	1	0
ENSMUSG00000079175	0	0	0	0	0	0	0	0	0
ENSMUSG00000079180	0	0	0	0	0	0	0	0	0
ENSMUSG00000079184	554	609	665	809	604	998	584	538	952
ENSMUSG00000079186	20	34	0	26	27	50	0	11	0
ENSMUSG00000079243	19	128	26	0	23	34	357	348	266
ENSMUSG00000079263	0	0	0	0	0	0	0	0	0
ENSMUSG00000079293	0	5	0	2	9	1	0	11	11
ENSMUSG00000079295	0	0	0	0	1	0	0	0	0
ENSMUSG00000079355	0	31	8	10	6	35	9	1	7
ENSMUSG00000079363	0	4	0	0	0	0	18	6	7
ENSMUSG00000079364	0	22	22	0	0	37	0	1	2
ENSMUSG00000079378	0	0	1	0	0	0	0	0	0
ENSMUSG00000079379	0	1	0	0	0	0	0	0	0
ENSMUSG00000079388	0	13	25	1	0	5	0	0	0
