gene_id	control1	control2	control3	control4	treated1	treated2	treated3	treated4
SYN01264	32	52	45	55	46	51	45	52
SYN01265	32	13	35	15	30	42	26	43
SYN01266	63	49	51	35	38	46	46	27
SYN01267	58	69	79	89	70	73	142	81
SYN01268	46	44	63	54	48	63	71	57
SYN01269	2	1	3	0	2	1	1	0
SYN01270	43	35	48	49	35	47	37	49
SYN01271	10	4	15	5	10	4	12	10
SYN01272	72	57	54	70	40	61	62	87
SYN01273	31	52	47	48	46	33	64	48
SYN01274	2	5	4	4	6	8	3	4
SYN01275	27	18	36	27	20	16	40	26
SYN01276	21	13	30	9	11	15	18	24
SYN01277	28	38	31	35	26	25	25	35
SYN01278	3	1	5	4	4	1	3	0
SYN01279	0	0	1	0	0	0	0	0
SYN01280	20	37	27	39	27	27	25	39
SYN01281	51	42	32	37	47	68	52	40
SYN01282	23	26	41	18	19	28	22	24
SYN01283	1	11	5	6	5	2	4	13
SYN01284	23	11	45	28	23	23	26	42
SYN01285	19	21	28	10	7	11	13	10
SYN01286	24	11	12	15	11	14	13	14
SYN01287	20	38	23	34	22	27	23	36
SYN01288	23	29	26	27	32	24	53	36
SYN01289	79	82	95	87	63	107	69	101
SYN01290	22	33	24	16	27	22	40	22
SYN01291	4	2	5	7	10	2	5	8
SYN01292	16	39	36	28	48	41	50	34
SYN01293	22	22	34	33	18	21	30	26
SYN01294	6	7	5	6	10	3	2	3
SYN01295	5	8	6	5	8	10	8	7
SYN01296	87	89	94	100	142	125	89	76
SYN01297	5	6	4	8	0	4	5	3
SYN01298	78	48	57	103	119	78	64	68
SYN01299	29	45	31	26	33	42	29	43
SYN01300	2	2	6	4	3	6	1	4
SYN01301	10	8	15	9	7	8	7	7
SYN01302	140	197	226	280	219	167	216	251
SYN01303	18	12	13	11	12	8	20	7
SYN01304	211	255	174	240	220	178	196	251
SYN01305	0	1	2	2	1	0	2	0
SYN01306	0	2	0	5	1	1	3	1
SYN01307	10	8	15	15	10	12	13	5
SYN01308	49	49	66	57	54	47	70	51
SYN01309	147	247	274	363	284	219	346	262
SYN01310	17	13	16	20	14	2	12	9
SYN01311	87	98	98	131	69	75	128	111
SYN01312	5	2	5	6	6	9	4	6
SYN01313	5	10	8	6	11	8	11	14
SYN01314	92	104	87	123	50	58	110	93
SYN01315	3	3	1	2	4	9	4	0
SYN01316	128	203	249	210	183	216	204	216
SYN01317	21	12	23	11	21	20	23	22
SYN01318	8	13	22	26	17	26	12	4
SYN01319	25	30	17	29	15	24	27	41
SYN01320	3	1	0	2	1	0	1	2
SYN01321	7	5	8	4	9	8	13	10
SYN01322	12	22	24	28	40	15	24	39
SYN01323	34	37	68	40	30	43	31	37
SYN01324	208	168	210	177	158	213	252	194
SYN01325	18	17	29	11	23	34	24	27
SYN01326	17	17	19	37	33	27	32	33
SYN01327	1500	1474	1201	1557	1273	1505	1558	2171
SYN01328	27	12	13	17	11	17	19	12
SYN01329	12	4	4	8	2	6	11	5
SYN01330	10	8	5	8	9	16	21	19
SYN01331	10	7	14	6	3	7	15	11
SYN01332	5	2	2	2	3	3	5	7
SYN01333	11	23	20	31	18	23	22	19
SYN01334	16	9	10	18	5	21	11	16
SYN01335	5	5	6	11	6	7	4	2
SYN01336	0	3	1	4	5	3	3	2
SYN01337	64	59	76	66	65	56	58	89
SYN01338	19	14	32	25	23	17	20	15
SYN01339	12	11	13	11	11	12	15	17
SYN01340	4	3	5	5	7	3	2	3
SYN01341	17	18	7	20	9	17	17	13
SYN01342	0	6	2	3	1	1	5	4
SYN01343	0	2	0	2	1	2	2	2
SYN01344	18	11	9	14	11	7	12	8
SYN01345	85	100	102	101	114	106	112	155
SYN01346	8	15	12	13	12	20	11	17
SYN01347	3	1	1	4	2	4	4	3
SYN01348	29	51	36	22	44	57	57	35
SYN01349	0	3	2	0	3	3	3	4
SYN01350	1	7	4	4	1	4	2	6
SYN01351	52	32	49	45	27	72	45	37
SYN01352	14	16	11	16	12	14	21	9
SYN01353	118	111	84	120	57	64	154	67
SYN01354	52	60	58	47	69	50	63	74
SYN01355	7	4	6	5	2	9	5	2
SYN01356	106	85	137	77	78	129	125	100
SYN01357	20	41	43	32	27	24	31	46
SYN01358	159	127	147	137	112	99	163	185
SYN01359	24	22	18	21	25	27	33	20
SYN01360	41	54	53	58	37	82	67	45
SYN01361	6	5	6	5	8	7	16	13
SYN01362	130	140	85	117	72	57	121	80
SYN01363	242	204	311	280	392	246	328	365
SYN01364	11	10	12	19	16	14	27	24
SYN01365	8	3	9	12	5	9	11	13
SYN01366	45	34	37	29	34	13	42	41
SYN01367	50	44	46	38	26	38	59	55
SYN01368	11	5	15	17	6	8	12	11
SYN01369	3	4	5	0	2	4	3	5
SYN01370	12	13	19	6	16	12	10	17
SYN01371	45	29	34	43	36	36	23	20
SYN01372	75	71	57	55	57	89	101	60
SYN01373	0	0	0	1	0	0	0	0
SYN01374	63	63	78	59	30	30	42	41
SYN01375	118	111	159	161	106	139	89	106
SYN01376	0	0	1	2	0	1	0	0
SYN01377	43	54	53	111	49	93	64	75
SYN01378	32	47	31	58	75	46	69	52
SYN01379	68	48	72	87	89	85	124	84
SYN01380	92	83	71	62	71	64	83	81
SYN01381	375	299	595	328	338	410	390	406
SYN01382	5	4	9	8	3	7	3	5
SYN01383	24	26	21	25	13	26	18	20
SYN01384	86	65	52	92	68	56	51	90
SYN01385	34	33	41	30	26	26	43	44
SYN01386	19	26	42	16	16	22	30	21
SYN01387	5	1	0	5	3	0	2	5
SYN01388	35	43	73	70	55	36	61	41
SYN01389	15	9	16	14	14	21	16	13
SYN01390	99	55	101	92	67	100	91	71
SYN01391	12	14	10	12	16	19	18	15
SYN01392	36	42	27	32	21	23	28	23
SYN01393	9	8	9	7	13	6	8	5
SYN01394	13	13	10	7	4	14	17	9
SYN01395	0	1	3	2	0	0	2	0
SYN01396	22	23	29	48	19	37	31	36
SYN01397	66	84	58	81	92	44	73	52
SYN01398	2	4	1	2	3	3	3	3
SYN01399	18	17	24	18	17	21	21	15
SYN01400	37	31	36	31	18	26	54	59
SYN01401	34	17	29	29	27	13	24	17
SYN01402	1	7	4	1	1	4	5	2
SYN01403	18	20	19	17	12	22	28	22
SYN01404	54	34	47	39	60	59	46	38
SYN01405	14	14	13	10	7	6	18	10
SYN01406	11	8	10	6	8	8	4	3
SYN01407	2	0	2	1	0	4	6	2
SYN01408	13	7	11	4	9	5	14	15
SYN01409	25	29	18	27	34	23	22	30
SYN01410	17	22	27	12	29	24	38	22
SYN01411	17	16	14	14	14	15	10	22
SYN01412	26	23	22	41	20	21	32	29
SYN01413	723	679	596	760	1238	541	704	878
SYN01414	1	5	3	5	1	7	2	8
SYN01415	44	30	48	33	18	25	28	28
SYN01416	15	6	15	24	8	8	17	18
SYN01417	10	1	6	7	9	6	7	9
SYN01418	31	42	33	25	37	33	45	42
SYN01419	26	28	25	47	36	35	27	23
SYN01420	255	211	309	238	339	287	232	287
SYN01421	22	12	33	34	34	32	21	23
SYN01422	5	6	6	11	9	1	9	5
SYN01423	6	2	9	12	9	1	3	6
SYN01424	23	20	29	28	19	8	35	29
SYN01425	8	17	9	7	12	8	7	12
SYN01426	27	20	25	25	19	15	18	27
SYN01427	6	12	21	13	12	9	14	14
SYN01428	30	36	44	59	51	38	43	67
SYN01429	2	3	7	5	5	3	4	4
SYN01430	11	10	14	11	10	11	23	14
SYN01431	29	34	33	44	21	32	46	27
SYN01432	12	7	9	5	4	6	11	9
SYN01433	1	2	6	3	2	3	6	1
SYN01434	61	36	69	93	44	51	47	57
SYN01435	18	18	35	14	26	30	19	38
SYN01436	27	21	39	53	46	30	17	56
SYN01437	57	31	60	50	40	43	44	53
SYN01438	21	17	30	30	25	16	27	26
SYN01439	16	24	19	16	16	38	22	11
SYN01440	44	34	35	65	43	42	40	45
SYN01441	4	2	3	6	1	6	7	4
SYN01442	25	30	47	39	36	30	50	37
SYN01443	5	15	10	10	12	15	14	16
SYN01444	8	10	12	10	18	3	15	21
SYN01445	8	13	15	23	14	19	24	16
SYN01446	19	18	25	10	20	24	18	16
SYN01447	228	257	276	278	211	308	304	295
SYN01448	2	5	4	4	2	2	5	3
SYN01449	78	40	91	73	78	80	69	86
SYN01450	51	57	63	54	51	61	68	77
SYN01451	4	1	2	3	3	2	2	2
SYN01452	32	34	36	18	30	34	45	42
SYN01453	138	121	140	89	117	108	158	123
SYN01454	7	12	19	14	17	18	16	16
SYN01455	60	71	87	57	49	52	68	42
SYN01456	91	64	83	86	101	52	68	95
SYN01457	257	280	431	391	236	215	327	368
SYN01458	46	68	64	77	68	66	61	101
SYN01459	3	8	4	2	4	3	1	4
SYN01460	23	33	49	27	37	35	34	28
SYN01461	1	2	2	3	0	0	1	1
SYN01462	17	31	23	28	23	26	37	30
SYN01463	10	5	4	2	7	3	8	10
SYN01464	5	8	4	5	3	4	9	9
SYN01465	15	9	6	10	21	13	18	9
SYN01466	10	5	6	9	12	6	10	7
SYN01467	4	11	6	4	4	3	5	9
SYN01468	6	13	7	11	5	8	7	8
SYN01469	45	54	38	65	37	30	34	66
SYN01470	38	8	35	21	24	28	44	33
SYN01471	71	86	98	90	86	81	116	85
SYN01472	5	14	16	22	9	18	22	19
SYN01473	49	51	101	68	82	87	58	56
SYN01474	24	25	25	30	14	15	31	36
SYN01475	10	12	9	8	5	4	7	12
SYN01476	23	23	25	43	30	25	58	57
SYN01477	66	54	73	70	48	42	66	82
SYN01478	27	38	31	33	17	29	38	37
SYN01479	12	11	19	21	14	13	16	12
SYN01480	36	24	27	36	22	34	56	49
SYN01481	34	20	28	47	25	25	24	38
SYN01482	25	22	36	32	24	37	28	30
SYN01483	9	8	14	9	5	12	16	6
SYN01484	4	11	12	18	12	13	11	13
SYN01485	337	195	207	331	151	193	256	370
SYN01486	2	4	4	6	3	4	7	4
SYN01487	37	40	42	23	38	18	22	35
SYN01488	21	12	13	15	9	10	21	22
SYN01489	3	0	2	3	1	2	3	3
SYN01490	79	76	68	59	57	30	37	69
SYN01491	13	12	11	7	5	14	9	15
SYN01492	33	31	24	53	11	32	41	45
SYN01493	17	8	12	16	10	19	14	9
SYN01494	66	44	60	83	65	37	65	87
SYN01495	17	19	10	7	14	15	17	24
SYN01496	16	10	9	20	16	12	8	15
SYN01497	33	48	44	34	45	43	44	35
SYN01498	2	2	5	1	2	2	2	1
SYN01499	82	77	87	111	44	79	68	46
SYN01500	1	1	1	3	2	1	2	2
SYN01501	34	38	28	25	34	24	18	27
SYN01502	52	60	89	83	73	90	94	95
SYN01503	24	25	25	22	20	27	31	46
SYN01504	4	3	1	3	3	4	3	2
SYN01505	12	14	30	10	9	8	7	17
SYN01506	4	13	9	5	7	8	6	10
SYN01507	30	23	32	26	25	16	20	41
SYN01508	67	61	103	83	57	85	50	74
SYN01509	35	44	74	52	44	34	42	64
SYN01510	7	10	18	9	12	3	14	10
SYN01511	1	2	5	1	2	1	0	0
SYN01512	33	45	40	24	30	22	29	42
SYN01513	13	7	20	14	22	12	20	12
SYN01514	10	15	15	14	7	13	15	13
SYN01515	3	3	9	1	7	4	7	5
SYN01516	10	16	23	16	7	15	16	10
SYN01517	13	12	23	19	29	15	24	26
SYN01518	32	27	36	28	26	34	49	30
SYN01519	57	37	48	48	51	43	53	72
SYN01520	4	9	16	9	6	9	14	8
SYN01521	44	22	40	45	51	35	34	47
SYN01522	3	7	7	12	4	5	10	9
SYN01523	95	48	72	60	81	57	61	105
SYN01524	78	80	82	67	70	98	117	68
SYN01525	90	94	52	76	70	110	110	61
SYN01526	23	30	26	42	19	31	25	36
SYN01527	148	75	135	113	104	110	94	162
SYN01528	6	4	4	1	6	6	9	7
SYN01529	2	1	1	2	3	0	5	0
SYN01530	64	64	58	46	52	41	72	64
SYN01531	7	7	10	10	7	7	2	8
SYN01532	53	20	44	26	26	33	26	30
SYN01533	9	19	31	42	34	26	41	35
SYN01534	17	16	12	13	9	14	12	12
SYN01535	71	76	101	89	59	79	100	91
SYN01536	136	194	153	186	203	167	211	143
SYN01537	4	11	11	8	9	4	6	10
SYN01538	2	7	4	4	8	5	0	7
SYN01539	8	7	10	20	12	14	14	7
SYN01540	145	185	166	158	139	126	213	179
SYN01541	7	8	11	5	12	5	14	12
SYN01542	1	0	6	4	1	3	5	6
SYN01543	57	60	51	58	47	36	46	59
SYN01544	176	198	186	168	224	171	144	155
SYN01545	1	5	1	2	1	1	2	1
SYN01546	11	19	8	15	14	9	15	9
SYN01547	390	273	355	237	238	349	334	292
SYN01548	7	12	15	11	6	7	7	10
SYN01549	399	229	325	337	311	373	291	328
SYN01550	35	30	37	31	20	25	37	40
SYN01551	217	211	272	252	234	191	329	278
SYN01552	14	7	13	18	20	18	11	11
SYN01553	111	61	115	163	53	94	143	74
SYN01554	8	9	6	13	7	9	10	10
SYN01555	12	5	24	7	13	9	15	24
SYN01556	181	128	241	164	158	168	194	156
SYN01557	15	11	19	19	7	31	21	15
SYN01558	8	2	9	10	3	4	4	5
SYN01559	14	24	23	19	19	22	30	15
SYN01560	22	17	15	15	18	25	7	22
SYN01561	6	4	7	4	4	6	3	4
SYN01562	3	1	1	3	6	1	6	1
SYN01563	240	300	240	170	213	189	135	250
SYN01564	59	55	71	25	48	55	41	80
SYN01565	8	10	4	8	15	7	6	14
SYN01566	15	26	25	19	17	25	22	40
SYN01567	70	72	107	108	58	77	52	96
SYN01568	34	33	63	48	39	50	53	60
SYN01569	8	14	7	9	10	8	15	17
SYN01570	139	109	122	131	58	106	152	100
SYN01571	768	1023	837	874	1081	934	985	922
SYN01572	70	109	75	76	79	86	76	146
SYN01573	33	21	18	37	15	31	26	34
SYN01574	4	2	2	1	0	2	3	1
SYN01575	11	5	12	14	8	13	9	6
SYN01576	6	11	12	11	7	6	8	11
SYN01577	21	24	39	36	27	48	43	37
SYN01578	89	76	56	57	79	104	61	88
SYN01579	4	2	1	2	2	2	3	0
SYN01580	4	4	0	5	7	6	5	8
SYN01581	99	83	102	171	116	137	163	106
SYN01582	0	7	4	6	5	8	8	7
SYN01583	9	12	17	6	12	12	17	22
SYN01584	22	18	29	35	32	24	27	33
SYN01585	22	8	12	12	8	9	18	15
SYN01586	45	34	43	52	56	53	38	32
SYN01587	4	5	6	3	7	10	6	5
SYN01588	11	7	10	10	11	6	9	6
SYN01589	291	166	199	292	249	344	343	342
SYN01590	9	9	17	9	8	13	13	19
SYN01591	77	71	103	67	67	44	74	83
SYN01592	37	30	25	43	34	34	52	32
SYN01593	17	18	31	24	14	10	24	17
SYN01594	22	28	26	43	25	27	43	29
SYN01595	12	18	10	10	17	16	8	10
SYN01596	39	38	33	39	41	31	45	18
SYN01597	41	49	39	46	32	28	31	41
SYN01598	65	53	67	63	63	72	57	62
SYN01599	23	21	9	21	10	19	19	22
SYN01600	3	5	2	4	3	2	3	5
SYN01601	107	108	111	150	68	94	113	130
SYN01602	101	85	79	158	78	131	94	161
SYN01603	0	1	0	0	1	0	1	0
SYN01604	26	10	23	18	25	19	26	11
SYN01605	12	10	9	3	4	6	10	5
SYN01606	25	35	38	28	20	28	38	22
SYN01607	23	30	37	78	25	35	51	31
SYN01608	7	5	6	7	1	7	11	11
SYN01609	10	8	5	11	5	3	7	3
SYN01610	53	45	39	64	51	48	66	50
SYN01611	7	7	3	11	6	5	7	9
SYN01612	10	15	19	16	5	10	20	22
SYN01613	21	26	19	15	23	16	27	29
SYN01614	51	50	43	69	38	38	38	54
SYN01615	1	4	2	6	2	7	4	2
SYN01616	13	13	30	14	15	15	16	21
SYN01617	0	0	1	1	2	3	0	2
SYN01618	130	85	177	134	143	116	146	169
SYN01619	3	2	2	2	1	3	1	7
SYN01620	5	2	4	2	2	3	2	4
SYN01621	142	109	84	137	139	85	170	161
SYN01622	3	7	3	6	9	9	9	2
SYN01623	10	14	6	13	13	8	16	16
SYN01624	59	53	44	64	63	81	47	47
SYN01625	80	60	74	73	59	87	92	60
SYN01626	18	24	50	24	26	23	13	21
SYN01627	106	78	95	81	55	61	74	76
SYN01628	219	146	133	196	186	184	136	238
SYN01629	14	18	12	24	15	15	22	14
SYN01630	41	62	38	62	48	73	38	55
SYN01631	10	12	15	9	21	19	28	14
SYN01632	136	155	165	103	105	147	172	148
SYN01633	74	95	132	108	144	83	109	159
SYN01634	10	13	17	7	7	14	13	11
SYN01635	113	69	87	105	75	76	99	86
SYN01636	31	52	33	39	17	21	41	25
SYN01637	36	33	28	32	38	56	47	51
SYN01638	12	19	29	12	11	15	30	26
SYN01639	128	115	141	146	121	149	191	155
SYN01640	10	8	23	20	18	8	14	14
SYN01641	4	5	13	9	9	6	9	10
SYN01642	35	42	48	52	33	46	24	42
SYN01643	367	365	504	514	403	409	445	333
SYN01644	13	15	20	19	12	9	15	13
SYN01645	4	3	6	9	3	5	3	14
SYN01646	26	13	32	21	22	21	31	22
SYN01647	4	0	0	0	3	5	2	7
SYN01648	239	263	289	211	362	270	325	232
SYN01649	82	65	98	150	97	84	96	81
SYN01650	74	81	86	85	65	73	73	70
SYN01651	2	5	4	1	3	5	8	5
SYN01652	6	1	1	4	0	2	2	6
SYN01653	47	51	32	33	34	26	37	28
SYN01654	7	8	7	8	6	7	7	16
SYN01655	4	2	2	1	2	3	5	3
SYN01656	307	139	284	302	186	177	264	317
SYN01657	20	18	19	35	32	15	38	40
SYN01658	84	92	71	133	117	68	91	93
SYN01659	26	48	42	43	28	25	36	21
SYN01660	41	44	45	47	47	30	29	42
SYN01661	44	24	50	39	20	40	56	44
SYN01662	44	38	59	46	48	23	27	43
SYN01663	7	8	12	9	6	10	10	8
SYN01664	5	5	4	2	4	5	3	5
SYN01665	1	1	0	2	4	1	1	0
SYN01666	184	427	321	380	417	280	193	299
SYN01667	3	4	5	3	7	3	7	2
SYN01668	37	33	38	52	54	35	35	37
SYN01669	4	7	13	26	7	13	26	18
SYN01670	6	13	6	7	10	10	3	6
SYN01671	4	6	7	6	8	4	6	9
SYN01672	6	6	7	10	6	7	11	10
SYN01673	7	10	14	8	10	14	10	4
SYN01674	1	5	7	2	4	1	4	6
SYN01675	21	18	28	19	19	17	15	27
SYN01676	20	26	20	6	13	19	7	25
SYN01677	54	40	45	46	31	33	47	49
SYN01678	14	14	17	8	21	14	22	26
SYN01679	98	132	90	124	76	88	71	73
SYN01680	338	386	397	422	418	461	405	483
SYN01681	102	67	65	135	94	100	100	167
SYN01682	5	4	4	11	4	4	6	9
SYN01683	26	22	19	20	31	18	41	38
SYN01684	12	12	12	9	9	15	13	13
SYN01685	6	10	11	7	10	13	6	14
SYN01686	16	16	28	8	20	12	15	17
SYN01687	17	23	28	35	33	23	24	46
SYN01688	22	24	22	35	17	25	24	22
SYN01689	4	3	3	5	3	1	6	6
SYN01690	1	3	4	0	1	3	2	5
SYN01691	146	129	115	181	156	172	137	116
SYN01692	123	206	200	219	145	176	256	296
SYN01693	1	3	8	4	7	4	4	5
SYN01694	1	1	4	2	2	1	0	0
SYN01695	19	15	17	19	22	25	24	29
SYN01696	47	27	58	43	35	48	41	68
SYN01697	1	1	6	2	0	1	1	4
SYN01698	21	12	24	18	10	12	30	20
SYN01699	12	23	11	21	17	18	24	16
SYN01700	9	10	9	15	13	11	13	9
SYN01701	195	143	239	172	139	106	226	144
SYN01702	195	163	186	183	96	180	267	204
SYN01703	11	17	23	19	19	18	23	17
SYN01704	161	262	236	251	232	246	262	193
SYN01705	11	18	10	25	11	15	19	12
SYN01706	1	1	2	4	8	2	4	3
SYN01707	2	4	5	8	4	6	4	8
SYN01708	68	51	60	110	75	74	66	69
SYN01709	51	60	51	43	30	35	40	44
SYN01710	3	1	0	3	3	1	0	3
SYN01711	46	32	57	39	47	41	52	70
SYN01712	29	29	31	54	23	38	27	28
SYN01713	9	3	1	2	4	5	10	4
SYN01714	16	19	21	17	10	9	17	17
SYN01715	3	7	6	2	0	6	8	8
SYN01716	49	68	81	113	139	73	95	78
SYN01717	5	5	6	16	9	10	8	8
SYN01718	4	3	0	5	4	2	2	0
SYN01719	9	11	17	21	12	20	8	20
SYN01720	12	17	24	24	11	19	15	22
SYN01721	9	8	26	13	9	8	11	12
SYN01722	22	18	26	19	14	23	22	16
SYN01723	22	15	29	22	31	30	20	26
SYN01724	181	164	239	163	198	124	176	170
SYN01725	68	41	62	42	40	46	54	58
SYN01726	7	13	15	7	6	6	12	6
SYN01727	222	187	337	226	395	314	227	243
SYN01728	20	14	22	16	9	12	25	12
SYN01729	25	17	23	49	58	39	28	28
SYN01730	50	37	51	45	36	49	30	54
SYN01731	11	4	7	9	10	5	13	9
SYN01732	9	7	8	7	8	4	8	10
SYN01733	10	16	25	13	15	28	24	25
SYN01734	85	55	63	115	43	97	72	74
SYN01735	27	12	15	18	30	21	15	23
SYN01736	1	0	0	3	1	3	0	1
SYN01737	24	22	32	33	30	21	29	30
SYN01738	22	27	32	14	11	24	22	26
SYN01739	62	40	72	102	45	39	41	64
SYN01740	24	23	13	23	21	16	21	23
SYN01741	24	44	51	41	16	30	31	33
SYN01742	3	3	5	8	6	4	7	5
SYN01743	3	1	8	8	3	3	6	1
SYN01744	2	1	3	3	0	2	3	0
SYN01745	99	61	91	81	109	64	51	50
SYN01746	8	3	7	15	9	6	11	8
SYN01747	1	5	6	5	2	6	7	4
SYN01748	5	0	4	1	2	1	1	0
SYN01749	8	12	14	11	12	9	10	20
SYN01750	36	20	25	52	31	23	46	46
SYN01751	17	8	11	18	8	16	18	15
SYN01752	42	27	39	28	28	37	40	22
SYN01753	2	5	6	8	6	10	12	6
SYN01754	7	16	19	13	17	10	13	10
SYN01755	4	4	3	7	5	7	2	4
SYN01756	169	133	137	211	208	215	201	195
SYN01757	18	14	21	16	13	19	27	23
SYN01758	71	55	55	60	55	47	63	46
SYN01759	316	304	323	275	200	351	418	303
SYN01760	20	25	23	29	21	20	18	31
SYN01761	17	8	19	13	10	12	13	10
SYN01762	30	35	26	36	19	47	26	40
SYN01763	48	48	57	51	40	52	45	56
SYN01764	18	23	31	28	37	35	51	45
SYN01765	11	9	16	15	6	11	6	24
SYN01766	16	18	21	19	10	26	12	22
SYN01767	1	2	3	1	0	0	0	2
SYN01768	7	3	8	9	5	4	2	9
SYN01769	77	52	65	68	75	73	67	74
SYN01770	31	14	24	16	23	22	27	25
SYN01771	3	13	3	7	9	8	6	7
SYN01772	87	98	50	95	54	83	95	110
SYN01773	56	50	71	41	69	71	56	89
SYN01774	166	84	116	117	115	87	119	103
SYN01775	5	6	13	19	3	10	18	9
SYN01776	147	135	229	184	201	154	222	160
SYN01777	7	7	8	5	5	7	6	14
SYN01778	26	50	40	39	44	26	42	35
SYN01779	166	190	377	317	273	180	372	264
SYN01780	4	7	11	7	13	8	15	6
SYN01781	19	12	23	8	9	10	7	12
SYN01782	13	19	14	22	16	27	10	13
SYN01783	11	11	16	14	13	15	12	13
SYN01784	35	36	58	30	62	57	69	63
SYN01785	1	0	1	3	2	1	2	1
SYN01786	236	164	182	252	248	239	251	282
SYN01787	71	89	84	100	55	71	130	99
SYN01788	41	24	69	56	37	53	52	43
SYN01789	12	7	7	22	19	8	12	7
SYN01790	14	22	7	28	17	20	27	17
SYN01791	33	29	32	28	23	38	23	22
SYN01792	6	3	4	9	8	5	5	10
SYN01793	22	19	22	17	19	13	17	18
SYN01794	64	21	43	35	44	69	52	31
SYN01795	14	12	15	7	12	9	12	12
SYN01796	20	31	38	40	33	45	55	32
SYN01797	64	101	104	80	62	83	90	67
SYN01798	235	431	377	456	343	401	486	334
SYN01799	21	11	17	22	22	8	10	10
SYN01800	7	16	10	4	12	9	11	11
SYN01801	3	0	1	2	2	2	6	4
SYN01802	189	185	148	92	255	145	140	169
SYN01803	5	5	2	5	0	2	3	0
SYN01804	1	3	7	3	1	2	0	5
SYN01805	12	22	26	15	27	20	14	17
SYN01806	0	6	8	6	5	1	7	4
SYN01807	15	13	10	11	24	21	20	32
SYN01808	37	21	8	27	16	30	25	20
SYN01809	28	21	48	29	18	16	23	17
SYN01810	35	43	47	16	29	43	38	41
SYN01811	64	87	108	104	71	114	62	64
SYN01812	5	2	10	5	3	0	3	1
SYN01813	2	3	3	2	1	5	5	0
SYN01814	25	16	13	33	21	16	22	21
SYN01815	13	14	11	22	10	13	16	15
SYN01816	1	3	2	3	3	3	7	1
SYN01817	53	64	77	68	35	71	59	48
SYN01818	9	2	4	5	5	5	3	4
SYN01819	97	72	107	195	128	103	186	142
SYN01820	2	6	6	2	0	5	3	4
SYN01821	0	4	7	5	4	4	3	6
SYN01822	32	30	27	25	30	24	32	35
SYN01823	18	14	23	17	24	13	27	26
SYN01824	15	6	10	23	13	14	12	15
SYN01825	11	4	8	7	3	5	8	13
SYN01826	208	220	148	234	144	191	218	147
SYN01827	0	0	0	0	1	0	1	0
SYN01828	4	8	15	5	7	10	8	13
SYN01829	31	54	33	44	23	31	35	43
SYN01830	0	0	0	0	1	1	1	1
SYN01831	62	78	111	96	109	66	70	67
SYN01832	6	8	14	6	9	10	4	9
SYN01833	3	6	10	6	4	7	4	8
SYN01834	132	137	138	173	172	152	202	170
SYN01835	2	7	12	4	7	3	1	6
SYN01836	11	2	4	3	3	2	5	3
SYN01837	114	94	110	86	78	78	93	96
SYN01838	4	5	2	3	2	6	4	9
SYN01839	6	12	14	10	7	6	12	8
SYN01840	141	166	157	155	148	169	144	144
SYN01841	614	451	632	790	490	707	704	630
SYN01842	75	43	64	80	45	54	76	95
SYN01843	4	3	4	5	3	4	4	7
SYN01844	13	16	11	18	9	10	22	13
SYN01845	0	3	0	0	1	0	2	3
SYN01846	84	95	123	103	106	69	81	130
SYN01847	152	251	235	329	152	265	259	219
SYN01848	0	1	0	1	0	0	1	1
SYN01849	147	155	180	186	128	129	162	252
SYN01850	15	21	16	21	16	11	24	15
SYN01851	44	27	38	79	44	36	56	51
SYN01852	10	5	15	7	3	8	4	4
SYN01853	34	23	43	31	29	39	41	26
SYN01854	2	4	5	4	5	4	3	3
SYN01855	66	29	62	49	21	49	29	41
SYN01856	14	8	13	9	12	9	13	17
SYN01857	39	20	43	33	36	55	46	37
SYN01858	61	26	34	40	53	50	50	34
SYN01859	157	97	194	137	101	159	113	107
SYN01860	264	108	160	166	183	161	173	166
SYN01861	44	31	56	43	30	21	49	47
SYN01862	28	39	43	43	23	30	39	31
SYN01863	7	5	4	12	4	1	6	7
SYN01864	3	3	4	7	5	7	8	7
SYN01865	63	48	69	69	54	89	50	98
SYN01866	2	3	4	5	4	1	8	3
SYN01867	53	62	51	79	58	48	81	45
SYN01868	33	18	23	14	25	15	21	37
SYN01869	53	62	81	81	53	72	36	65
SYN01870	4	9	7	3	4	4	5	8
SYN01871	56	45	57	58	47	73	67	51
SYN01872	156	121	136	172	150	146	214	179
SYN01873	2	6	4	2	4	9	5	6
SYN01874	13	13	23	18	12	24	15	16
SYN01875	0	1	0	2	0	2	0	3
SYN01876	14	21	20	18	17	21	19	15
SYN01877	221	164	285	129	146	130	254	172
SYN01878	27	17	29	22	14	15	25	25
SYN01879	48	23	72	35	37	34	43	55
SYN01880	7	1	2	7	3	0	8	5
SYN01881	0	1	1	1	2	1	0	1
SYN01882	112	156	135	157	141	68	155	137
SYN01883	29	24	28	55	34	19	43	54
SYN01884	37	25	32	48	34	19	27	35
SYN01885	48	33	44	50	36	30	78	29
SYN01886	338	300	297	311	248	397	341	261
SYN01887	10	17	9	16	14	14	9	12
SYN01888	21	43	49	71	36	43	68	19
SYN01889	26	16	16	18	20	24	19	15
SYN01890	68	58	78	117	88	59	103	90
SYN01891	158	138	188	241	174	161	198	335
SYN01892	44	55	63	52	44	31	95	73
SYN01893	10	16	13	15	12	18	10	11
SYN01894	23	33	18	28	12	18	32	20
SYN01895	31	67	70	41	48	39	53	46
SYN01896	21	17	26	18	29	19	27	21
SYN01897	4	10	18	7	9	6	8	8
